VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
272	0	1045-0310	9.002E+14	Unknown	Default	1	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:08.870	9416.368	14.03.2020	18:11:08.913	9416.411	0.043	
272	1	1045-0310	9.002E+14	Unknown	Default	1	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:09.436	9416.934	14.03.2020	18:11:09.834	9417.332	0.398	
272	2	1045-0310	9.002E+14	Unknown	Default	1	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:10.411	9417.909	14.03.2020	18:11:10.467	9417.965	0.056	
272	3	1045-0310	9.002E+14	Unknown	Default	1	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:10.625	9418.123	14.03.2020	18:11:10.765	9418.263	0.14	
272	4	1045-0310	9.002E+14	Unknown	Default	1	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:11.048	9418.546	14.03.2020	18:11:11.458	9418.956	0.41	
272	5	1045-0310	9.002E+14	Unknown	Default	1	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:14.491	9421.989	14.03.2020	18:11:14.505	9422.003	0.014	
274	0	1045-0310	9.002E+14	Unknown	Default	1	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:22.442	9429.94	14.03.2020	18:11:22.982	9430.48	0.54	
274	1	1045-0310	9.002E+14	Unknown	Default	1	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:25.934	9433.432	14.03.2020	18:11:26.404	9433.902	0.47	
274	2	1045-0310	9.002E+14	Unknown	Default	1	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:26.559	9434.057	14.03.2020	18:11:26.587	9434.085	0.028	
274	3	1045-0310	9.002E+14	Unknown	Default	1	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:27.499	9434.997	14.03.2020	18:11:27.740	9435.238	0.241	
274	4	1045-0310	9.002E+14	Unknown	Default	1	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:29.685	9437.183	14.03.2020	18:11:29.841	9437.339	0.156	
