DateTime	Temperature	Illumination	Cage
2022-09-25 15:42:28	23	76	1
2022-09-25 15:42:28	24.2	170	2
2022-09-25 15:43:28	23	76	1
2022-09-25 15:43:28	24.2	168	2
2022-09-25 15:44:28	23	76	1
2022-09-25 15:44:28	24.2	170	2
2022-09-25 15:45:28	23	76	1
2022-09-25 15:45:28	24.2	168	2
2022-09-25 15:46:28	23	76	1
2022-09-25 15:46:28	24.2	168	2
2022-09-25 15:47:28	23	76	1
2022-09-25 15:47:28	24.2	172	2
2022-09-25 15:48:28	23	78	1
2022-09-25 15:48:28	24.2	170	2
2022-09-25 15:49:28	23	76	1
2022-09-25 15:49:28	24.2	170	2
2022-09-25 15:50:28	23	76	1
2022-09-25 15:50:28	24.2	170	2
2022-09-25 15:51:28	23	76	1
2022-09-25 15:51:28	24.2	170	2
2022-09-25 15:52:28	23	76	1
2022-09-25 15:52:28	24.2	168	2
2022-09-25 15:53:28	23	78	1
2022-09-25 15:53:28	24.2	168	2
2022-09-25 15:54:28	23	78	1
2022-09-25 15:54:28	24.2	170	2
2022-09-25 15:55:28	23	78	1
2022-09-25 15:55:28	24.2	172	2
2022-09-25 15:56:28	23	78	1
2022-09-25 15:56:28	24.2	170	2
2022-09-25 15:57:28	23	76	1
2022-09-25 15:57:28	24.2	168	2
2022-09-25 15:58:28	23	78	1
2022-09-25 15:58:28	24.2	170	2
2022-09-25 15:59:28	23	76	1
2022-09-25 15:59:28	23.6	170	2
2022-09-25 16:00:28	23	76	1
2022-09-25 16:00:28	23.6	170	2
2022-09-25 16:01:28	23	78	1
2022-09-25 16:01:28	24.2	168	2
2022-09-25 16:02:28	23	78	1
2022-09-25 16:02:28	23.6	168	2
2022-09-25 16:03:28	23	76	1
2022-09-25 16:03:28	23.6	172	2
2022-09-25 16:04:28	23	78	1
2022-09-25 16:04:28	24.2	170	2
2022-09-25 16:05:28	23	76	1
2022-09-25 16:05:28	23.6	168	2
2022-09-25 16:06:28	23	76	1
2022-09-25 16:06:28	23.6	172	2
2022-09-25 16:07:28	23	78	1
2022-09-25 16:07:28	23.6	172	2
2022-09-25 16:08:28	23	78	1
2022-09-25 16:08:28	23.6	170	2
2022-09-25 16:09:28	23	78	1
2022-09-25 16:09:28	24.2	168	2
2022-09-25 16:10:28	23	78	1
2022-09-25 16:10:29	23.6	168	2
2022-09-25 16:11:29	23	76	1
2022-09-25 16:11:29	23.6	172	2
2022-09-25 16:12:29	23	76	1
2022-09-25 16:12:29	24.2	172	2
2022-09-25 16:13:29	23	78	1
2022-09-25 16:13:29	24.2	170	2
2022-09-25 16:14:29	23	78	1
2022-09-25 16:14:29	24.2	168	2
2022-09-25 16:15:29	23	76	1
2022-09-25 16:15:29	24.2	168	2
2022-09-25 16:16:29	23	76	1
2022-09-25 16:16:29	24.2	172	2
2022-09-25 16:17:29	23	76	1
2022-09-25 16:17:29	24.2	172	2
2022-09-25 16:18:29	23	76	1
2022-09-25 16:18:29	24.2	168	2
2022-09-25 16:19:29	23	78	1
2022-09-25 16:19:29	23.6	168	2
2022-09-25 16:20:29	23	76	1
2022-09-25 16:20:29	24.2	172	2
2022-09-25 16:21:29	23	78	1
2022-09-25 16:21:29	24.2	172	2
2022-09-25 16:22:29	23.4	78	1
2022-09-25 16:22:29	24.2	168	2
2022-09-25 16:23:29	23	76	1
2022-09-25 16:23:29	24.2	172	2
2022-09-25 16:24:29	23	78	1
2022-09-25 16:24:29	24.2	168	2
2022-09-25 16:25:29	23.6	168	2
2022-09-25 16:25:29	23	76	1
2022-09-25 16:26:29	23	78	1
2022-09-25 16:26:29	24.2	172	2
2022-09-25 16:27:29	23	76	1
2022-09-25 16:27:29	24.2	168	2
2022-09-25 16:28:29	23	78	1
2022-09-25 16:28:29	24.2	172	2
2022-09-25 16:29:29	24.2	168	2
2022-09-25 16:29:29	23	76	1
2022-09-25 16:30:29	23	78	1
2022-09-25 16:30:29	24.2	170	2
2022-09-25 16:31:29	23	78	1
2022-09-25 16:31:29	24.2	172	2
2022-09-25 16:32:29	23	78	1
2022-09-25 16:32:29	24.2	170	2
2022-09-25 16:33:29	23	78	1
2022-09-25 16:33:29	24.2	168	2
2022-09-25 16:34:29	23	78	1
2022-09-25 16:34:29	24.2	172	2
2022-09-25 16:35:29	23	78	1
2022-09-25 16:35:29	24.2	172	2
2022-09-25 16:36:29	23	78	1
2022-09-25 16:36:29	24.2	172	2
2022-09-25 16:37:29	23	78	1
2022-09-25 16:37:29	24.2	172	2
2022-09-25 16:38:29	23	76	1
2022-09-25 16:38:29	24.2	172	2
2022-09-25 16:39:29	23	76	1
2022-09-25 16:39:29	24.2	168	2
2022-09-25 16:40:29	23	76	1
2022-09-25 16:40:29	24.2	172	2
2022-09-25 16:41:29	23	76	1
2022-09-25 16:41:29	23.6	168	2
2022-09-25 16:42:29	23	78	1
2022-09-25 16:42:29	24.2	168	2
2022-09-25 16:43:29	23	78	1
2022-09-25 16:43:29	24.2	168	2
2022-09-25 16:44:29	23	76	1
2022-09-25 16:44:29	24.2	172	2
2022-09-25 16:45:29	23	78	1
2022-09-25 16:45:29	24.2	172	2
2022-09-25 16:46:29	23	76	1
2022-09-25 16:46:29	24.2	172	2
2022-09-25 16:47:29	23	76	1
2022-09-25 16:47:29	24.2	172	2
2022-09-25 16:48:29	23	76	1
2022-09-25 16:48:29	24.2	172	2
2022-09-25 16:49:29	23	78	1
2022-09-25 16:49:29	24.2	172	2
2022-09-25 16:50:29	23	76	1
2022-09-25 16:50:29	24.2	172	2
2022-09-25 16:51:29	23	76	1
2022-09-25 16:51:29	24.2	170	2
2022-09-25 16:52:29	23	78	1
2022-09-25 16:52:29	23.6	168	2
2022-09-25 16:53:29	23	76	1
2022-09-25 16:53:29	24.2	172	2
2022-09-25 16:54:29	23	78	1
2022-09-25 16:54:29	24.2	172	2
2022-09-25 16:55:29	23	76	1
2022-09-25 16:55:29	24.2	170	2
2022-09-25 16:56:29	23	76	1
2022-09-25 16:56:29	24.2	168	2
2022-09-25 16:57:29	23	76	1
2022-09-25 16:57:29	24.2	172	2
2022-09-25 16:58:29	23	78	1
2022-09-25 16:58:29	24.2	170	2
2022-09-25 16:59:29	23	78	1
2022-09-25 16:59:29	23.6	172	2
2022-09-25 17:00:29	23	78	1
2022-09-25 17:00:29	23.6	170	2
2022-09-25 17:01:29	23	78	1
2022-09-25 17:01:29	24.2	172	2
2022-09-25 17:02:29	23	76	1
2022-09-25 17:02:29	24.2	172	2
2022-09-25 17:03:29	23	76	1
2022-09-25 17:03:29	24.2	172	2
2022-09-25 17:04:29	23	78	1
2022-09-25 17:04:29	24.2	170	2
2022-09-25 17:05:29	23	78	1
2022-09-25 17:05:29	24.2	168	2
2022-09-25 17:06:29	23	78	1
2022-09-25 17:06:29	24.2	170	2
2022-09-25 17:07:29	23	78	1
2022-09-25 17:07:29	24.2	172	2
2022-09-25 17:08:29	23	76	1
2022-09-25 17:08:29	24.2	168	2
2022-09-25 17:09:29	23	78	1
2022-09-25 17:09:29	24.2	168	2
2022-09-25 17:10:29	23	76	1
2022-09-25 17:10:29	24.2	168	2
2022-09-25 17:11:29	23	78	1
2022-09-25 17:11:29	24.2	172	2
2022-09-25 17:12:29	23	78	1
2022-09-25 17:12:29	24.2	168	2
2022-09-25 17:13:29	23.4	78	1
2022-09-25 17:13:29	24.2	168	2
2022-09-25 17:14:29	23	76	1
2022-09-25 17:14:29	24.2	172	2
2022-09-25 17:15:29	23	76	1
2022-09-25 17:15:29	24.2	170	2
2022-09-25 17:16:29	23	76	1
2022-09-25 17:16:29	24.2	168	2
2022-09-25 17:17:29	23	76	1
2022-09-25 17:17:29	24.2	172	2
2022-09-25 17:18:29	23	76	1
2022-09-25 17:18:29	24.2	170	2
2022-09-25 17:19:29	23	76	1
2022-09-25 17:19:29	24.2	172	2
2022-09-25 17:20:29	23	78	1
2022-09-25 17:20:29	24.2	175	2
2022-09-25 17:21:29	23	78	1
2022-09-25 17:21:29	24.2	170	2
2022-09-25 17:22:29	23	78	1
2022-09-25 17:22:29	24.2	168	2
2022-09-25 17:23:29	23	78	1
2022-09-25 17:23:29	24.2	172	2
2022-09-25 17:24:29	23	76	1
2022-09-25 17:24:29	24.2	170	2
2022-09-25 17:25:29	23	78	1
2022-09-25 17:25:29	24.2	168	2
2022-09-25 17:26:29	23	78	1
2022-09-25 17:26:29	24.2	172	2
2022-09-25 17:27:29	23.4	78	1
2022-09-25 17:27:29	24.2	170	2
2022-09-25 17:28:29	23.4	76	1
2022-09-25 17:28:29	24.2	172	2
2022-09-25 17:29:29	23	78	1
2022-09-25 17:29:29	24.2	172	2
2022-09-25 17:30:29	23	76	1
2022-09-25 17:30:29	24.2	168	2
2022-09-25 17:31:29	23	78	1
2022-09-25 17:31:29	24.2	172	2
2022-09-25 17:32:29	23	76	1
2022-09-25 17:32:29	24.2	170	2
2022-09-25 17:33:29	23	76	1
2022-09-25 17:33:29	24.2	168	2
2022-09-25 17:34:29	23	76	1
2022-09-25 17:34:29	24.2	172	2
2022-09-25 17:35:29	23.4	76	1
2022-09-25 17:35:29	24.2	172	2
2022-09-25 17:36:29	23	76	1
2022-09-25 17:36:29	24.2	168	2
2022-09-25 17:37:29	23	78	1
2022-09-25 17:37:29	24.2	168	2
2022-09-25 17:38:29	23	76	1
2022-09-25 17:38:29	24.2	170	2
2022-09-25 17:39:29	23	78	1
2022-09-25 17:39:30	24.2	175	2
2022-09-25 17:40:29	23	76	1
2022-09-25 17:40:30	24.2	170	2
2022-09-25 17:41:30	23	78	1
2022-09-25 17:41:30	24.2	168	2
2022-09-25 17:42:30	23	78	1
2022-09-25 17:42:30	24.2	172	2
2022-09-25 17:43:30	23	76	1
2022-09-25 17:43:30	24.2	168	2
2022-09-25 17:44:30	23.4	76	1
2022-09-25 17:44:30	24.2	172	2
2022-09-25 17:45:30	23	78	1
2022-09-25 17:45:30	24.2	175	2
2022-09-25 17:46:30	23	76	1
2022-09-25 17:46:30	24.2	168	2
2022-09-25 17:47:30	23	78	1
2022-09-25 17:47:30	24.2	170	2
2022-09-25 17:48:30	23	78	1
2022-09-25 17:48:30	24.2	168	2
2022-09-25 17:49:30	23	76	1
2022-09-25 17:49:30	24.2	172	2
2022-09-25 17:50:30	23	78	1
2022-09-25 17:50:30	24.2	170	2
2022-09-25 17:51:30	23	76	1
2022-09-25 17:51:30	24.2	172	2
2022-09-25 17:52:30	23	78	1
2022-09-25 17:52:30	24.2	172	2
2022-09-25 17:53:30	23	78	1
2022-09-25 17:53:30	24.2	170	2
2022-09-25 17:54:30	23	78	1
2022-09-25 17:54:30	24.2	168	2
2022-09-25 17:55:30	23.4	78	1
2022-09-25 17:55:30	24.2	168	2
2022-09-25 17:56:30	23	76	1
2022-09-25 17:56:30	24.2	168	2
2022-09-25 17:57:30	23	76	1
2022-09-25 17:57:30	24.2	170	2
2022-09-25 17:58:30	23	76	1
2022-09-25 17:58:30	24.2	172	2
2022-09-25 17:59:30	23.4	76	1
2022-09-25 17:59:30	24.2	168	2
2022-09-25 18:00:30	23	78	1
2022-09-25 18:00:30	24.2	168	2
2022-09-25 18:01:30	23	0	1
2022-09-25 18:01:30	24.2	0	2
2022-09-25 18:02:30	23	0	1
2022-09-25 18:02:30	24.2	0	2
2022-09-25 18:03:30	23	0	1
2022-09-25 18:03:30	24.2	0	2
2022-09-25 18:04:30	23	0	1
2022-09-25 18:04:30	24.2	0	2
2022-09-25 18:05:30	23	0	1
2022-09-25 18:05:30	24.2	0	2
2022-09-25 18:06:30	23.4	0	1
2022-09-25 18:06:30	24.2	0	2
2022-09-25 18:07:30	23	0	1
2022-09-25 18:07:30	24.2	0	2
2022-09-25 18:08:30	23.4	0	1
2022-09-25 18:08:30	24.2	0	2
2022-09-25 18:09:30	23.4	0	1
2022-09-25 18:09:30	24.2	0	2
2022-09-25 18:10:30	23	0	1
2022-09-25 18:10:30	24.2	0	2
2022-09-25 18:11:30	23	0	1
2022-09-25 18:11:30	24.2	0	2
2022-09-25 18:12:30	23.4	0	1
2022-09-25 18:12:30	24.2	0	2
2022-09-25 18:13:30	23.4	0	1
2022-09-25 18:13:30	24.2	0	2
2022-09-25 18:14:30	23	0	1
2022-09-25 18:14:30	24.2	0	2
2022-09-25 18:15:30	23	0	1
2022-09-25 18:15:30	24.2	0	2
2022-09-25 18:16:30	23.4	0	1
2022-09-25 18:16:30	24.2	0	2
2022-09-25 18:17:30	23	0	1
2022-09-25 18:17:30	24.2	0	2
2022-09-25 18:18:30	23.4	0	1
2022-09-25 18:18:30	24.2	0	2
2022-09-25 18:19:30	23	0	1
2022-09-25 18:19:30	24.2	0	2
2022-09-25 18:20:30	23.4	0	1
2022-09-25 18:20:30	24.2	0	2
2022-09-25 18:21:30	23.4	0	1
2022-09-25 18:21:30	24.2	0	2
2022-09-25 18:22:30	23.4	0	1
2022-09-25 18:22:30	24.2	0	2
2022-09-25 18:23:30	23.4	0	1
2022-09-25 18:23:30	24.2	0	2
2022-09-25 18:24:30	23.4	0	1
2022-09-25 18:24:30	24.2	0	2
2022-09-25 18:25:30	23.4	0	1
2022-09-25 18:25:30	24.2	0	2
2022-09-25 18:26:30	23.4	0	1
2022-09-25 18:26:30	24.2	0	2
2022-09-25 18:27:30	23.4	0	1
2022-09-25 18:27:30	24.2	0	2
2022-09-25 18:28:30	23.4	0	1
2022-09-25 18:28:30	24.2	0	2
2022-09-25 18:29:30	23.4	0	1
2022-09-25 18:29:30	24.2	0	2
2022-09-25 18:30:30	23.4	0	1
2022-09-25 18:30:30	24.2	0	2
2022-09-25 18:31:30	23.4	0	1
2022-09-25 18:31:30	24.2	0	2
2022-09-25 18:32:30	23.4	0	1
2022-09-25 18:32:30	24.2	0	2
2022-09-25 18:33:30	23.4	0	1
2022-09-25 18:33:30	24.2	0	2
2022-09-25 18:34:30	23.4	0	1
2022-09-25 18:34:30	24.2	0	2
2022-09-25 18:35:30	23.4	0	1
2022-09-25 18:35:30	24.2	0	2
2022-09-25 18:36:30	23.4	0	1
2022-09-25 18:36:30	24.2	0	2
2022-09-25 18:37:30	23.4	0	1
2022-09-25 18:37:30	24.2	0	2
2022-09-25 18:38:30	23.4	0	1
2022-09-25 18:38:30	24.2	0	2
2022-09-25 18:39:30	23.4	0	1
2022-09-25 18:39:30	24.2	0	2
2022-09-25 18:40:30	23.4	0	1
2022-09-25 18:40:30	24.2	0	2
2022-09-25 18:41:30	24.2	0	2
2022-09-25 18:41:30	23.4	0	1
2022-09-25 18:42:30	23.4	0	1
2022-09-25 18:42:30	24.2	0	2
2022-09-25 18:43:30	23.4	0	1
2022-09-25 18:43:30	24.2	0	2
2022-09-25 18:44:30	23.4	0	1
2022-09-25 18:44:30	24.2	0	2
2022-09-25 18:45:30	23.4	0	1
2022-09-25 18:45:30	24.2	0	2
2022-09-25 18:46:30	23.4	0	1
2022-09-25 18:46:30	24.2	0	2
2022-09-25 18:47:30	23.4	0	1
2022-09-25 18:47:30	24.2	0	2
2022-09-25 18:48:30	23.4	0	1
2022-09-25 18:48:30	24.2	0	2
2022-09-25 18:49:30	23.4	0	1
2022-09-25 18:49:30	24.2	0	2
2022-09-25 18:50:30	23.4	0	1
2022-09-25 18:50:30	24.2	0	2
2022-09-25 18:51:30	23.4	0	1
2022-09-25 18:51:30	24.2	0	2
2022-09-25 18:52:30	23.4	0	1
2022-09-25 18:52:30	24.2	0	2
2022-09-25 18:53:30	23.4	0	1
2022-09-25 18:53:30	24.2	0	2
2022-09-25 18:54:30	23.4	0	1
2022-09-25 18:54:30	24.2	0	2
2022-09-25 18:55:30	23.4	0	1
2022-09-25 18:55:30	24.2	0	2
2022-09-25 18:56:30	23.4	0	1
2022-09-25 18:56:30	24.2	0	2
2022-09-25 18:57:30	23.4	0	1
2022-09-25 18:57:30	24.2	0	2
2022-09-25 18:58:30	23.4	0	1
2022-09-25 18:58:30	24.2	0	2
2022-09-25 18:59:30	23.4	0	1
2022-09-25 18:59:30	24.2	0	2
2022-09-25 19:00:30	23.4	0	1
2022-09-25 19:00:30	24.2	0	2
2022-09-25 19:01:30	23.4	0	1
2022-09-25 19:01:30	24.2	0	2
2022-09-25 19:02:30	23.4	0	1
2022-09-25 19:02:30	24.2	0	2
2022-09-25 19:03:30	24.2	0	2
2022-09-25 19:03:30	23.4	0	1
2022-09-25 19:04:30	23.4	0	1
2022-09-25 19:04:30	24.2	0	2
2022-09-25 19:05:30	23.4	0	1
2022-09-25 19:05:30	24.2	0	2
2022-09-25 19:06:30	23.4	0	1
2022-09-25 19:06:30	24.2	0	2
2022-09-25 19:07:30	23.4	0	1
2022-09-25 19:07:30	24.2	0	2
2022-09-25 19:08:30	23.4	0	1
2022-09-25 19:08:30	24.2	0	2
2022-09-25 19:09:30	23.4	0	1
2022-09-25 19:09:30	24.2	0	2
2022-09-25 19:10:30	23.4	0	1
2022-09-25 19:10:31	24.2	0	2
2022-09-25 19:11:30	23.4	0	1
2022-09-25 19:11:31	24.2	0	2
2022-09-25 19:12:31	23.4	0	1
2022-09-25 19:12:31	24.2	0	2
2022-09-25 19:13:31	24	0	1
2022-09-25 19:13:31	24.2	0	2
2022-09-25 19:14:31	24	0	1
2022-09-25 19:14:31	24.2	0	2
2022-09-25 19:15:31	23.4	0	1
2022-09-25 19:15:31	24.2	0	2
2022-09-25 19:16:31	24	0	1
2022-09-25 19:16:31	24.2	0	2
2022-09-25 19:17:31	23.4	0	1
2022-09-25 19:17:31	24.2	0	2
2022-09-25 19:18:31	23.4	0	1
2022-09-25 19:18:31	24.2	0	2
2022-09-25 19:19:31	23.4	0	1
2022-09-25 19:19:31	24.2	0	2
2022-09-25 19:20:31	23.4	0	1
2022-09-25 19:20:31	24.2	0	2
2022-09-25 19:21:31	23.4	0	1
2022-09-25 19:21:31	24.2	0	2
2022-09-25 19:22:31	23.4	0	1
2022-09-25 19:22:31	24.2	0	2
2022-09-25 19:23:31	23.4	0	1
2022-09-25 19:23:31	24.2	0	2
2022-09-25 19:24:31	23.4	0	1
2022-09-25 19:24:31	24.2	0	2
2022-09-25 19:25:31	23.4	0	1
2022-09-25 19:25:31	24.2	0	2
2022-09-25 19:26:31	23.4	0	1
2022-09-25 19:26:31	24.2	0	2
2022-09-25 19:27:31	23.4	0	1
2022-09-25 19:27:31	24.2	0	2
2022-09-25 19:28:31	23.4	0	1
2022-09-25 19:28:31	24.2	0	2
2022-09-25 19:29:31	23.4	0	1
2022-09-25 19:29:31	24.2	0	2
2022-09-25 19:30:31	23.4	0	1
2022-09-25 19:30:31	24.2	0	2
2022-09-25 19:31:31	23.4	0	1
2022-09-25 19:31:31	24.2	0	2
2022-09-25 19:32:31	23.4	0	1
2022-09-25 19:32:31	24.2	0	2
2022-09-25 19:33:31	23.4	0	1
2022-09-25 19:33:31	24.2	0	2
2022-09-25 19:34:31	23.4	0	1
2022-09-25 19:34:31	24.2	0	2
2022-09-25 19:35:31	23.4	0	1
2022-09-25 19:35:31	24.2	0	2
2022-09-25 19:36:31	23.4	0	1
2022-09-25 19:36:31	24.2	0	2
2022-09-25 19:37:31	23.4	0	1
2022-09-25 19:37:31	24.2	0	2
2022-09-25 19:38:31	23.4	0	1
2022-09-25 19:38:31	24.2	0	2
2022-09-25 19:39:31	23.4	0	1
2022-09-25 19:39:31	24.2	0	2
2022-09-25 19:40:31	23.4	0	1
2022-09-25 19:40:31	24.2	0	2
2022-09-25 19:41:31	23.4	0	1
2022-09-25 19:41:31	24.2	0	2
2022-09-25 19:42:31	23.4	0	1
2022-09-25 19:42:31	24.2	0	2
2022-09-25 19:43:31	23.4	0	1
2022-09-25 19:43:31	24.2	0	2
2022-09-25 19:44:31	23.4	0	1
2022-09-25 19:44:31	24.2	0	2
2022-09-25 19:45:31	24.2	0	2
2022-09-25 19:45:31	23.4	0	1
2022-09-25 19:46:31	23.4	0	1
2022-09-25 19:46:31	24.2	0	2
2022-09-25 19:47:31	23.4	0	1
2022-09-25 19:47:31	24.2	0	2
2022-09-25 19:48:31	23.4	0	1
2022-09-25 19:48:31	24.2	0	2
2022-09-25 19:49:31	23.4	0	1
2022-09-25 19:49:31	24.2	0	2
2022-09-25 19:50:31	23.4	0	1
2022-09-25 19:50:31	24.2	0	2
2022-09-25 19:51:31	23.4	0	1
2022-09-25 19:51:31	24.2	0	2
2022-09-25 19:52:31	23.4	0	1
2022-09-25 19:52:31	24.2	0	2
2022-09-25 19:53:31	23.4	0	1
2022-09-25 19:53:31	24.2	0	2
2022-09-25 19:54:31	23.4	0	1
2022-09-25 19:54:31	24.2	0	2
2022-09-25 19:55:31	23.4	0	1
2022-09-25 19:55:31	24.2	0	2
2022-09-25 19:56:31	23.4	0	1
2022-09-25 19:56:31	24.2	0	2
2022-09-25 19:57:31	23.4	0	1
2022-09-25 19:57:31	24.2	0	2
2022-09-25 19:58:31	23.4	0	1
2022-09-25 19:58:31	24.2	0	2
2022-09-25 19:59:31	23.4	0	1
2022-09-25 19:59:31	24.2	0	2
2022-09-25 20:00:31	23.4	0	1
2022-09-25 20:00:31	24.2	0	2
2022-09-25 20:01:31	23.4	0	1
2022-09-25 20:01:31	24.2	0	2
