DateTime	Type	Cage	Corner	Side	State
2022-09-29 12:41:00.538	Air	2	1		0
2022-09-29 12:41:00.558	Air	1	1		0
2022-09-29 12:41:00.563	Air	1	2		0
2022-09-29 12:41:00.572	Air	2	2		0
2022-09-29 12:41:00.588	Air	1	3		0
2022-09-29 12:41:00.606	Air	2	3		0
2022-09-29 12:41:00.617	Air	1	4		0
2022-09-29 12:41:00.636	Air	2	4		0
2022-09-29 12:41:00.650	Door	1	1	1	0
2022-09-29 12:41:00.655	Door	2	1	1	0
2022-09-29 12:41:00.674	Led	1	1	1	0
2022-09-29 12:41:00.688	Led	2	1	1	0
2022-09-29 12:41:00.702	Door	1	1	2	0
2022-09-29 12:41:00.709	Door	2	1	2	0
2022-09-29 12:41:00.719	Led	1	1	2	0
2022-09-29 12:41:00.736	Led	2	1	2	0
2022-09-29 12:41:00.751	Door	1	2	3	0
2022-09-29 12:41:00.756	Door	2	2	3	0
2022-09-29 12:41:00.768	Led	1	2	3	0
2022-09-29 12:41:00.776	Led	2	2	3	0
2022-09-29 12:41:00.793	Door	1	2	4	0
2022-09-29 12:41:00.800	Led	1	2	4	0
2022-09-29 12:41:00.812	Door	2	2	4	0
2022-09-29 12:41:00.824	Led	2	2	4	0
2022-09-29 12:41:00.826	Door	1	3	5	0
2022-09-29 12:41:00.848	Led	1	3	5	0
2022-09-29 12:41:00.851	Door	2	3	5	0
2022-09-29 12:41:00.873	Led	2	3	5	0
2022-09-29 12:41:00.875	Door	1	3	6	0
2022-09-29 12:41:00.897	Led	1	3	6	0
2022-09-29 12:41:00.914	Door	2	3	6	0
2022-09-29 12:41:00.916	Led	2	3	6	0
2022-09-29 12:41:00.936	Door	1	4	7	0
2022-09-29 12:41:00.941	Door	2	4	7	0
2022-09-29 12:41:00.960	Led	1	4	7	0
2022-09-29 12:41:00.969	Led	2	4	7	0
2022-09-29 12:41:00.971	Door	1	4	8	0
2022-09-29 12:41:00.987	Door	2	4	8	0
2022-09-29 12:41:01.005	Led	1	4	8	0
2022-09-29 12:41:01.023	Led	2	4	8	0
2022-09-29 12:41:03.962	Door	1	3	5	0
2022-09-29 12:41:03.984	Door	1	3	6	0
2022-09-29 12:41:04.156	Door	2	2	3	0
2022-09-29 12:41:05.580	Door	2	2	3	1
2022-09-29 12:41:05.685	Door	2	1	2	0
2022-09-29 12:41:07.031	Door	1	1	1	0
2022-09-29 12:41:07.057	Door	1	1	2	0
2022-09-29 12:41:07.086	Door	1	2	3	0
2022-09-29 12:41:07.094	Door	1	2	4	0
2022-09-29 12:41:07.112	Door	2	1	2	1
2022-09-29 12:41:07.119	Door	1	3	5	0
2022-09-29 12:41:07.158	Door	1	3	6	0
2022-09-29 12:41:07.167	Door	2	2	3	1
2022-09-29 12:41:07.185	Door	1	4	7	0
2022-09-29 12:41:07.194	Door	2	2	4	0
2022-09-29 12:41:07.211	Door	1	4	8	0
2022-09-29 12:41:08.443	Door	1	1	1	1
2022-09-29 12:41:08.461	Door	1	1	2	1
2022-09-29 12:41:08.501	Door	1	2	3	1
2022-09-29 12:41:08.518	Door	1	2	4	1
2022-09-29 12:41:08.547	Door	1	3	5	1
2022-09-29 12:41:08.564	Door	1	3	6	1
2022-09-29 12:41:08.593	Door	1	4	7	1
2022-09-29 12:41:08.613	Door	1	4	8	1
2022-09-29 12:41:09.376	Door	1	1	1	1
