Animal	Tag	Sex	Weight	Group	Notes	FirstVisitDateTime	LastVisitDateTime	LastVisitedCorner	VisitNumber	VisitDuration	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	PlaceErrorsPercent	PlaceErrorsTotal	SideErrorsPercent	SideErrorsTotal	TimeErrorsPercent	TimeErrorsTotal	ConditionErrorsPercent	ConditionErrorsTotal
1045-1125	900200000471581	Unknown	0	Group2B	IntelliCage 2 	2022-09-29 12:46:07.819	2022-10-04 13:43:56.835	4	1252	21203.386	3776	3835.697	5563	704.7253185	272.859000246972	65.1	815	64.4	2432	0.0	0	0.0	0
1045-1143	900200000403226	Unknown	0	Group2B	IntelliCage 2 	2022-09-29 12:43:55.911	2022-10-04 12:34:45.894	4	1079	10084.746	3398	3351.112	6072	767.2501122	291.930999958888	61.7	666	57.2	1944	0.0	0	0.0	0
1045-1166	900200000402641	Unknown	0	Group2C	IntelliCage 2 	2022-09-29 12:42:00.801	2022-10-04 13:12:44.356	3	1232	10229.909	3248	3381.4	10962	1298.9894789	630.699000781402	54.2	668	53.4	1736	0.0	0	0.0	0
1045-1173	900200000101871	Unknown	0	Group2C	IntelliCage 2 	2022-09-29 12:41:48.734	2022-10-04 13:18:02.002	1	921	7938.86699999999	2520	3052.004	10052	1228.8047353	508.061999425059	61.8	569	61.0	1537	0.0	0	0.0	0
1045-1174	900200000276871	Unknown	0	Group2C	IntelliCage 2 	2022-09-29 12:41:20.235	2022-10-04 13:52:22.718	3	1036	8773.02200000001	2563	2996.637	11824	1374.0009351	517.146000218578	55.9	579	57.2	1467	0.0	0	0.0	0
1045-1175	900200000471745	Unknown	0	Group2C	IntelliCage 2 	2022-09-29 12:41:12.906	2022-10-04 13:11:11.651	2	1173	8289.06	2291	2597.524	9938	1158.0012616	439.918999264017	55.3	649	55.2	1265	0.0	0	0.0	0
1045-1176	900200000471281	Unknown	0	Group2D	IntelliCage 2 	2022-09-29 12:50:11.681	2022-10-04 13:17:50.701	3	816	8778.323	2151	2996.398	12023	1516.6751234	778.084999420447	52.6	429	53.5	1151	0.0	0	0.0	0
1045-1187	900200000470779	Unknown	0	Group2D	IntelliCage 2 	2022-09-29 12:41:45.261	2022-10-04 12:41:14.143	3	831	8023.284	2121	2828.864	8561	1048.0888755	453.363998536719	55.4	460	53.9	1144	0.0	0	0.0	0
1045-1188	900200000473903	Unknown	0	Group2D	IntelliCage 2 	2022-09-29 12:41:01.119	2022-10-04 11:20:15.543	4	857	9435.057	3206	2741.095	8793	1024.1796742	418.497000070289	60.9	522	52.8	1692	0.0	0	0.0	0
1045-1196	900200000471760	Unknown	0	Group2D	IntelliCage 2 	2022-09-29 12:42:01.733	2022-10-04 13:28:48.802	3	876	8217.31300000001	2481	2877.061	9294	1172.0660683	552.98799974448	57.2	501	56.7	1407	0.0	0	0.0	0
