DateTime	Type	Cage	Corner	Side	State
2020-03-15 17:01:29.044	Door	1	4	8	0
2020-03-15 17:01:29.429	Door	1	4	8	0
2020-03-15 17:01:30.470	Door	1	4	8	1
2020-03-15 17:01:31.458	Door	1	2	3	0
2020-03-15 17:01:31.465	Door	1	2	4	0
2020-03-15 17:01:34.858	Door	2	1	1	0
2020-03-15 17:01:35.924	Door	2	1	1	1
2020-03-15 17:01:36.612	Door	2	3	5	0
2020-03-15 17:01:36.628	Door	2	3	6	0
2020-03-15 17:01:36.912	Door	2	1	2	0
2020-03-15 17:01:38.333	Door	2	1	2	1
2020-03-15 17:01:38.632	Door	1	4	7	0
2020-03-15 17:01:38.632	Door	1	4	8	1
2020-03-15 17:01:39.763	Door	2	1	1	1
2020-03-15 17:01:39.984	Door	2	2	3	0
2020-03-15 17:01:40.000	Door	2	2	4	0
2020-03-15 17:01:40.965	Door	1	4	8	0
2020-03-15 17:01:43.698	Door	2	1	2	1
2020-03-15 17:01:47.476	Door	2	1	1	1
2020-03-15 17:01:47.476	Door	2	1	2	1
2020-03-15 17:01:49.777	Door	2	1	1	0
2020-03-15 17:01:49.777	Door	2	1	2	0
2020-03-15 17:01:55.360	Door	1	3	6	0
2020-03-15 17:01:56.781	Door	1	3	6	1
2020-03-15 17:01:59.143	Door	1	3	5	0
2020-03-15 17:01:59.209	Door	2	4	7	0
2020-03-15 17:01:59.226	Door	2	4	8	0
2020-03-15 17:02:00.516	Door	1	3	5	1
2020-03-15 17:02:02.088	Door	1	3	5	1
2020-03-15 17:02:02.978	Door	1	3	6	1
2020-03-15 17:02:03.447	Door	2	3	5	0
2020-03-15 17:02:03.463	Door	2	3	6	0
2020-03-15 17:02:05.329	Door	1	3	6	1
2020-03-15 17:02:06.222	Door	1	3	5	1
2020-03-15 17:02:12.186	Door	1	3	6	1
2020-03-15 17:02:12.663	Door	1	3	6	1
2020-03-15 17:02:13.072	Door	1	3	6	1
2020-03-15 17:02:13.398	Door	2	3	5	0
2020-03-15 17:02:13.415	Door	2	3	6	0
2020-03-15 17:02:14.306	Door	1	3	5	1
2020-03-15 17:02:14.392	Door	1	3	5	1
2020-03-15 17:02:15.071	Door	1	3	5	1
2020-03-15 17:02:15.340	Door	1	3	5	1
2020-03-15 17:02:15.340	Door	1	3	6	1
2020-03-15 17:02:17.625	Door	1	3	5	0
2020-03-15 17:02:17.629	Door	1	3	6	0
2020-03-15 17:02:21.601	Door	1	4	7	0
2020-03-15 17:02:21.619	Door	1	4	8	0
2020-03-15 17:02:24.613	Door	2	4	7	0
2020-03-15 17:02:24.613	Door	2	4	8	0
2020-03-15 17:02:43.716	Door	2	4	7	0
2020-03-15 17:02:43.732	Door	2	4	8	0
2020-03-15 17:02:51.027	Door	2	1	1	0
2020-03-15 17:02:51.043	Door	2	1	2	0
2020-03-15 17:03:04.751	Door	2	2	3	0
2020-03-15 17:03:04.772	Door	2	2	4	0
2020-03-15 17:03:16.095	Door	2	2	3	0
2020-03-15 17:03:16.112	Door	2	2	4	0
2020-03-15 17:03:17.925	Door	1	2	3	0
2020-03-15 17:03:17.942	Door	1	2	4	0
2020-03-15 17:03:23.833	Door	2	4	8	0
2020-03-15 17:03:24.373	Door	2	4	8	0
2020-03-15 17:03:25.257	Door	2	4	8	1
2020-03-15 17:03:31.439	Door	2	4	7	0
2020-03-15 17:03:32.862	Door	2	4	7	1
2020-03-15 17:03:35.177	Door	2	4	8	1
2020-03-15 17:03:36.218	Door	2	4	7	1
2020-03-15 17:03:36.373	Door	2	4	7	1
2020-03-15 17:03:36.798	Door	2	1	1	0
2020-03-15 17:03:36.798	Door	2	1	2	0
2020-03-15 17:03:36.815	Door	2	4	8	1
2020-03-15 17:03:38.510	Door	2	4	7	1
2020-03-15 17:03:38.510	Door	2	4	8	1
2020-03-15 17:03:40.005	Door	2	4	7	0
2020-03-15 17:03:40.823	Door	2	4	8	0
2020-03-15 17:03:53.290	Door	2	2	3	0
2020-03-15 17:03:53.305	Door	2	2	4	0
2020-03-15 17:03:55.914	Door	1	3	5	0
2020-03-15 17:03:55.929	Door	1	3	6	0
2020-03-15 17:04:22.621	Door	1	4	7	0
2020-03-15 17:04:22.637	Door	1	4	8	0
2020-03-15 17:05:13.379	Door	1	4	7	0
2020-03-15 17:05:13.396	Door	1	4	8	0
2020-03-15 17:05:30.833	Door	2	4	7	0
2020-03-15 17:05:31.700	Door	2	4	7	1
2020-03-15 17:05:32.051	Door	2	4	7	1
2020-03-15 17:05:32.051	Door	2	4	8	0
2020-03-15 17:05:33.985	Door	2	4	7	0
2020-03-15 17:05:38.232	Door	2	1	1	0
2020-03-15 17:05:38.249	Door	2	1	2	0
2020-03-15 17:05:48.312	Door	2	1	1	0
2020-03-15 17:05:48.329	Door	2	1	2	0
2020-03-15 17:06:07.892	Door	2	3	5	0
2020-03-15 17:06:07.909	Door	2	3	6	0
2020-03-15 17:07:02.220	Door	2	1	1	0
2020-03-15 17:07:02.238	Door	2	1	2	0
2020-03-15 17:07:11.468	Door	2	2	3	0
2020-03-15 17:07:11.468	Door	2	2	4	0
2020-03-15 17:07:24.189	Door	1	3	5	0
2020-03-15 17:07:24.206	Door	1	3	6	0
2020-03-15 17:07:25.585	Door	2	3	6	0
2020-03-15 17:07:27.012	Door	2	3	6	1
2020-03-15 17:07:30.551	Door	2	3	6	1
2020-03-15 17:07:30.677	Door	2	3	6	1
2020-03-15 17:07:35.398	Door	2	3	6	1
2020-03-15 17:07:38.783	Door	2	3	6	1
2020-03-15 17:07:43.634	Door	1	4	7	0
2020-03-15 17:07:43.634	Door	1	4	8	0
2020-03-15 17:07:46.392	Door	2	3	5	0
2020-03-15 17:07:46.697	Door	2	3	5	1
2020-03-15 17:07:50.129	Door	2	3	6	1
2020-03-15 17:07:54.589	Door	2	2	3	0
2020-03-15 17:07:54.605	Door	2	2	4	0
2020-03-15 17:07:57.034	Door	2	3	5	1
2020-03-15 17:07:57.034	Door	2	3	6	1
2020-03-15 17:07:58.455	Door	2	3	5	0
2020-03-15 17:07:58.459	Door	2	3	6	0
2020-03-15 17:08:03.667	Door	2	4	7	0
2020-03-15 17:08:03.684	Door	2	4	8	0
2020-03-15 17:08:14.275	Door	1	1	1	0
2020-03-15 17:08:14.282	Door	1	1	2	0
2020-03-15 17:08:20.119	Door	2	1	2	0
2020-03-15 17:08:21.541	Door	2	1	2	1
2020-03-15 17:08:22.203	Door	2	1	2	1
2020-03-15 17:08:23.790	Door	2	1	2	1
2020-03-15 17:08:24.357	Door	2	1	2	1
2020-03-15 17:08:25.422	Door	1	4	7	0
2020-03-15 17:08:25.422	Door	1	4	8	0
2020-03-15 17:08:30.381	Door	2	1	1	0
2020-03-15 17:08:30.381	Door	2	1	2	1
2020-03-15 17:08:32.617	Door	2	1	2	0
2020-03-15 17:08:48.327	Door	1	1	1	0
2020-03-15 17:08:48.343	Door	1	1	2	0
2020-03-15 17:09:14.064	Door	1	2	3	0
2020-03-15 17:09:14.081	Door	1	2	4	0
2020-03-15 17:09:25.906	Door	2	3	5	0
2020-03-15 17:09:26.645	Door	2	3	5	1
2020-03-15 17:09:27.558	Door	2	2	3	0
2020-03-15 17:09:27.575	Door	2	2	4	0
2020-03-15 17:09:31.908	Door	2	3	5	1
2020-03-15 17:09:39.912	Door	2	3	6	0
2020-03-15 17:09:40.599	Door	2	1	1	0
2020-03-15 17:09:40.616	Door	2	1	2	0
2020-03-15 17:09:41.338	Door	2	3	6	1
2020-03-15 17:09:44.613	Door	2	1	1	0
2020-03-15 17:09:44.629	Door	2	1	2	0
2020-03-15 17:09:45.344	Door	2	3	5	1
2020-03-15 17:09:45.344	Door	2	3	6	1
2020-03-15 17:09:46.847	Door	2	1	1	0
2020-03-15 17:09:46.863	Door	2	1	2	0
2020-03-15 17:09:47.633	Door	2	3	5	0
2020-03-15 17:09:47.638	Door	2	3	6	0
2020-03-15 17:09:51.015	Door	2	1	1	0
2020-03-15 17:09:51.031	Door	2	1	2	0
2020-03-15 17:09:52.835	Door	2	2	3	0
2020-03-15 17:09:52.852	Door	2	2	4	0
2020-03-15 17:10:01.360	Door	2	1	1	0
2020-03-15 17:10:01.376	Door	2	1	2	0
2020-03-15 17:10:06.323	Door	2	2	4	0
2020-03-15 17:10:06.565	Door	2	2	4	0
2020-03-15 17:10:07.575	Door	2	2	4	1
2020-03-15 17:10:11.593	Door	2	2	3	0
2020-03-15 17:10:11.593	Door	2	2	4	1
2020-03-15 17:10:13.454	Door	2	2	4	0
2020-03-15 17:10:20.707	Door	2	4	7	0
2020-03-15 17:10:20.707	Door	2	4	8	0
2020-03-15 17:10:21.112	Door	2	1	1	0
2020-03-15 17:10:21.128	Door	2	1	2	0
2020-03-15 17:10:26.208	Door	2	4	7	0
2020-03-15 17:10:26.225	Door	2	4	8	0
2020-03-15 17:10:50.055	Door	2	4	8	0
2020-03-15 17:10:50.567	Door	2	4	8	0
2020-03-15 17:10:51.479	Door	2	4	8	1
2020-03-15 17:11:07.399	Door	2	2	3	0
2020-03-15 17:11:07.416	Door	2	2	4	0
2020-03-15 17:11:16.536	Door	2	4	7	0
2020-03-15 17:11:16.536	Door	2	4	8	1
2020-03-15 17:11:18.538	Door	2	4	8	0
2020-03-15 17:11:37.131	Door	2	2	3	0
2020-03-15 17:11:37.131	Door	2	2	4	0
2020-03-15 17:11:38.583	Door	2	1	1	0
2020-03-15 17:11:38.600	Door	2	1	2	0
2020-03-15 17:12:04.241	Door	2	2	3	0
2020-03-15 17:12:04.257	Door	2	2	4	0
2020-03-15 17:12:13.865	Door	1	2	3	0
2020-03-15 17:12:13.894	Door	1	2	4	0
2020-03-15 17:12:19.378	Door	2	4	7	0
2020-03-15 17:12:19.394	Door	2	4	8	0
2020-03-15 17:12:26.451	Door	2	3	5	0
2020-03-15 17:12:26.467	Door	2	3	6	0
2020-03-15 17:12:27.187	Door	1	3	5	0
2020-03-15 17:12:28.608	Door	1	3	5	1
2020-03-15 17:12:29.720	Door	1	3	6	0
2020-03-15 17:12:29.844	Door	2	4	7	0
2020-03-15 17:12:29.860	Door	2	4	8	0
2020-03-15 17:12:31.141	Door	1	3	6	1
2020-03-15 17:12:31.375	Door	1	3	6	1
2020-03-15 17:12:34.806	Door	1	3	5	1
2020-03-15 17:12:36.998	Door	1	3	6	1
2020-03-15 17:12:38.755	Door	1	3	5	1
2020-03-15 17:12:38.756	Door	1	3	6	1
2020-03-15 17:12:41.005	Door	1	3	5	0
2020-03-15 17:12:41.010	Door	1	3	6	0
2020-03-15 17:12:43.027	Door	1	4	7	0
2020-03-15 17:12:43.043	Door	1	4	8	0
2020-03-15 17:12:54.102	Door	2	1	2	0
2020-03-15 17:12:55.523	Door	2	1	2	1
2020-03-15 17:13:02.038	Door	2	1	2	1
2020-03-15 17:13:05.214	Door	2	1	1	0
2020-03-15 17:13:06.207	Door	2	1	1	0
2020-03-15 17:13:06.637	Door	2	1	1	1
2020-03-15 17:13:12.256	Door	2	3	5	0
2020-03-15 17:13:12.273	Door	2	3	6	0
2020-03-15 17:13:14.257	Door	2	1	1	1
2020-03-15 17:13:16.140	Door	2	1	2	1
2020-03-15 17:13:20.067	Door	2	4	7	0
2020-03-15 17:13:20.083	Door	2	4	8	0
2020-03-15 17:13:26.234	Door	2	1	1	1
2020-03-15 17:13:26.234	Door	2	1	2	1
2020-03-15 17:13:28.518	Door	2	1	1	0
2020-03-15 17:13:28.522	Door	2	1	2	0
2020-03-15 17:13:31.393	Door	2	4	8	0
2020-03-15 17:13:31.803	Door	2	4	8	0
2020-03-15 17:13:32.817	Door	2	4	8	1
2020-03-15 17:13:36.637	Door	2	1	1	0
2020-03-15 17:13:36.662	Door	2	1	2	0
2020-03-15 17:13:40.343	Door	2	4	7	0
2020-03-15 17:13:41.767	Door	2	4	7	1
2020-03-15 17:13:43.351	Door	2	4	7	1
2020-03-15 17:13:44.020	Door	2	4	7	1
2020-03-15 17:13:51.507	Door	2	4	7	1
2020-03-15 17:13:53.478	Door	2	4	7	1
2020-03-15 17:14:03.136	Door	2	4	7	1
2020-03-15 17:14:05.872	Door	2	4	7	1
2020-03-15 17:14:08.628	Door	2	4	7	1
2020-03-15 17:14:08.711	Door	1	4	7	0
2020-03-15 17:14:08.724	Door	2	4	7	1
2020-03-15 17:14:08.729	Door	1	4	8	0
2020-03-15 17:14:13.189	Door	2	4	7	1
2020-03-15 17:14:13.189	Door	2	4	8	1
2020-03-15 17:14:14.753	Door	2	3	5	0
2020-03-15 17:14:14.770	Door	2	3	6	0
2020-03-15 17:14:14.897	Door	2	4	7	0
2020-03-15 17:14:18.770	Door	2	4	8	0
2020-03-15 17:14:18.934	Door	2	2	3	0
2020-03-15 17:14:19.147	Door	2	2	3	0
2020-03-15 17:14:20.356	Door	2	2	3	1
2020-03-15 17:14:26.102	Door	2	2	3	1
2020-03-15 17:14:28.335	Door	1	2	3	0
2020-03-15 17:14:28.335	Door	1	2	4	0
2020-03-15 17:14:32.417	Door	2	2	3	1
2020-03-15 17:14:32.931	Door	2	2	3	1
2020-03-15 17:14:32.947	Door	2	3	5	0
2020-03-15 17:14:32.962	Door	2	3	6	0
2020-03-15 17:14:33.879	Door	2	2	3	1
2020-03-15 17:14:34.248	Door	2	2	3	1
2020-03-15 17:14:34.413	Door	2	2	3	1
2020-03-15 17:14:34.503	Door	2	2	3	1
2020-03-15 17:14:34.682	Door	2	2	3	1
2020-03-15 17:14:34.748	Door	1	3	5	0
2020-03-15 17:14:34.764	Door	1	3	6	0
2020-03-15 17:14:39.528	Door	2	1	1	0
2020-03-15 17:14:39.545	Door	2	1	2	0
2020-03-15 17:14:40.334	Door	2	2	3	1
2020-03-15 17:14:40.334	Door	2	2	4	0
2020-03-15 17:14:40.923	Door	2	2	3	1
2020-03-15 17:14:40.940	Door	2	2	4	0
