VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
484	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	9	1.1160638	0.28	14.03.2020	18:11:08.353	9327.58	14.03.2020	18:11:11.207	9330.434	2.854	14.03.2020 18:11
484	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:11:14.839	9334.066	14.03.2020	18:11:14.937	9334.164	0.098	
484	3	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:11:14.966	9334.193	14.03.2020	18:11:15.221	9334.448	0.255	
484	4	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:11:15.250	9334.477	14.03.2020	18:11:15.504	9334.731	0.254	
486	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:24.865	9344.092	14.03.2020	18:11:25.035	9344.262	0.17	
486	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:26.811	9346.038	14.03.2020	18:11:27.492	9346.719	0.681	
486	2	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:28.554	9347.781	14.03.2020	18:11:28.653	9347.88	0.099	
486	3	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:29.079	9348.306	14.03.2020	18:11:29.817	9349.044	0.738	
486	4	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:11:34.270	9353.497	14.03.2020	18:11:34.370	9353.597	0.1	
498	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	18:12:50.573	9429.8	14.03.2020	18:12:51.000	9430.227	0.427	
522	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:15:53.376	9612.603	14.03.2020	18:15:53.720	9612.947	0.344	
555	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:18:03.933	9743.16	14.03.2020	18:18:04.486	9743.713	0.553	
555	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	18:18:07.125	9746.352	14.03.2020	18:18:07.182	9746.409	0.057	
555	2	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	18:18:08.447	9747.674	14.03.2020	18:18:08.530	9747.757	0.083	
562	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:18:20.024	9759.251	14.03.2020	18:18:22.310	9761.537	2.286	
646	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:25:54.142	10213.369	14.03.2020	18:25:54.723	10213.95	0.581	
646	1	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:26:01.377	10220.604	14.03.2020	18:26:01.731	10220.958	0.354	
646	2	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:26:01.845	10221.072	14.03.2020	18:26:02.001	10221.228	0.156	
646	3	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:26:02.199	10221.426	14.03.2020	18:26:02.256	10221.483	0.057	
648	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	18:26:07.076	10226.303	14.03.2020	18:26:09.006	10228.233	1.93	
648	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:26:09.789	10229.016	14.03.2020	18:26:10.352	10229.579	0.563	
651	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:26:45.900	10265.127	14.03.2020	18:26:46.781	10266.008	0.881	
659	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	18:27:25.253	10304.48	14.03.2020	18:27:26.019	10305.246	0.766	
679	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	18:29:54.679	10453.906	14.03.2020	18:29:54.764	10453.991	0.085	
679	1	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	18:30:04.552	10463.779	14.03.2020	18:30:05.147	10464.374	0.595	
698	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:31:59.490	10578.717	14.03.2020	18:31:59.618	10578.845	0.128	
698	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	18:31:59.760	10578.987	14.03.2020	18:31:59.802	10579.029	0.042	
1222	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	19:33:20.138	14259.365	14.03.2020	19:33:20.437	14259.664	0.299	
1233	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	19:34:27.310	14326.537	14.03.2020	19:34:27.423	14326.65	0.113	
1364	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	6	0.9630552	0.252	14.03.2020	19:41:46.314	14765.541	14.03.2020	19:41:49.166	14768.393	2.852	14.03.2020 19:41
1385	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	19:42:40.722	14819.949	14.03.2020	19:42:41.305	14820.532	0.583	
1385	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	19:42:42.624	14821.851	14.03.2020	19:42:42.723	14821.95	0.099	
1385	2	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	19:42:42.806	14822.033	14.03.2020	19:42:42.879	14822.106	0.073	
1385	3	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	19:42:42.936	14822.163	14.03.2020	19:42:43.163	14822.39	0.227	
1390	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	19:42:58.181	14837.408	14.03.2020	19:42:58.792	14838.019	0.611	
1390	1	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	19:43:01.492	14840.719	14.03.2020	19:43:01.756	14840.983	0.264	
1418	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	19:45:38.756	14997.983	14.03.2020	19:45:40.557	14999.784	1.801	
1418	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	19:45:43.194	15002.421	14.03.2020	19:45:43.620	15002.847	0.426	
1418	2	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	19:45:46.033	15005.26	14.03.2020	19:45:46.573	15005.8	0.54	
1425	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	19:46:04.408	15023.635	14.03.2020	19:46:06.282	15025.509	1.874	
1425	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	19:46:07.519	15026.746	14.03.2020	19:46:08.499	15027.726	0.98	
1425	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	19:46:08.908	15028.135	14.03.2020	19:46:09.057	15028.284	0.149	
1425	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	19:46:11.905	15031.132	14.03.2020	19:46:12.161	15031.388	0.256	
1444	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	19:46:52.062	15071.289	14.03.2020	19:46:52.361	15071.588	0.299	
1444	1	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	19:46:52.430	15071.657	14.03.2020	19:46:52.459	15071.686	0.029	
1451	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	23	2.8021603	1.078	14.03.2020	19:47:11.230	15090.457	14.03.2020	19:47:16.384	15095.611	5.154	14.03.2020 19:47
1451	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	19:47:16.946	15096.173	14.03.2020	19:47:19.347	15098.574	2.401	
1556	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	19:55:58.633	15617.86	14.03.2020	19:55:59.810	15619.037	1.177	
1577	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	19:57:32.481	15711.708	14.03.2020	19:57:32.793	15712.02	0.312	
1577	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	19:57:35.274	15714.501	14.03.2020	19:57:36.097	15715.324	0.823	
1597	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	19:58:34.479	15773.706	14.03.2020	19:58:34.528	15773.755	0.049	
1602	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	29	3.5942055	1.372	14.03.2020	19:59:27.175	15826.402	14.03.2020	19:59:32.228	15831.455	5.053	14.03.2020 19:59
1602	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	101	13.9777997	4.886	14.03.2020	19:59:36.673	15835.9	14.03.2020	19:59:53.667	15852.894	16.994	14.03.2020 19:59
1673	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:05:30.490	16189.717	14.03.2020	20:05:31.612	16190.839	1.122	
1673	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:05:39.222	16198.449	14.03.2020	20:05:40.004	16199.231	0.782	
1741	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	20:14:14.461	16713.688	14.03.2020	20:14:14.616	16713.843	0.155	
1743	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	20:14:26.992	16726.219	14.03.2020	20:14:27.602	16726.829	0.61	
1743	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	20:14:29.801	16729.028	14.03.2020	20:14:30.270	16729.497	0.469	
1744	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	20:14:48.724	16747.951	14.03.2020	20:14:48.824	16748.051	0.1	
1744	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	20:14:48.924	16748.151	14.03.2020	20:14:49.023	16748.25	0.099	
1757	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:15:48.269	16807.496	14.03.2020	20:15:48.951	16808.178	0.682	
1757	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	20:15:53.056	16812.283	14.03.2020	20:15:53.227	16812.454	0.171	
1757	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	24	3.0711757	1.092	14.03.2020	20:15:54.800	16814.027	14.03.2020	20:16:00.095	16819.322	5.295	14.03.2020 20:15
1757	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	23	2.9461685	1.064	14.03.2020	20:16:03.008	16822.235	14.03.2020	20:16:06.954	16826.181	3.946	14.03.2020 20:16
1757	4	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:16:10.501	16829.728	14.03.2020	20:16:10.544	16829.771	0.043	
1757	5	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:16:10.586	16829.813	14.03.2020	20:16:11.509	16830.736	0.923	
1757	6	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:16:11.566	16830.793	14.03.2020	20:16:11.750	16830.977	0.184	
1851	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	20:23:41.139	17280.366	14.03.2020	20:23:41.523	17280.75	0.384	
1861	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	20:24:43.609	17342.836	14.03.2020	20:24:44.092	17343.319	0.483	
1863	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:24:57.411	17356.638	14.03.2020	20:24:57.551	17356.778	0.14	
1863	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	25	3.0321734	1.176	14.03.2020	20:25:00.009	17359.236	14.03.2020	20:25:04.737	17363.964	4.728	14.03.2020 20:25
1863	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	24	3.0181727	1.162	14.03.2020	20:25:08.654	17367.881	14.03.2020	20:25:13.054	17372.281	4.4	14.03.2020 20:25
1863	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	20:25:14.292	17373.519	14.03.2020	20:25:14.788	17374.015	0.496	
1863	4	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:25:23.390	17382.617	14.03.2020	20:25:23.446	17382.673	0.056	
1863	5	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	20:25:23.461	17382.688	14.03.2020	20:25:23.830	17383.057	0.369	
1912	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	20:29:24.582	17623.809	14.03.2020	20:29:24.739	17623.966	0.157	
1913	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	20:29:33.658	17632.885	14.03.2020	20:29:33.730	17632.957	0.072	
1932	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	20:30:50.124	17709.351	14.03.2020	20:30:50.309	17709.536	0.185	
1932	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	20:30:50.412	17709.639	14.03.2020	20:30:50.422	17709.649	0.01	
2205	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	21:23:48.044	20887.271	14.03.2020	21:23:48.398	20887.625	0.354	
2264	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	21:35:43.480	21602.707	14.03.2020	21:35:43.720	21602.947	0.24	
2264	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	21:35:49.582	21608.809	14.03.2020	21:35:49.772	21608.999	0.19	
2270	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	21:36:20.786	21640.013	14.03.2020	21:36:21.155	21640.382	0.369	
2281	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	93	12.3367056	4.9	14.03.2020	21:36:46.519	21665.746	14.03.2020	21:36:59.776	21679.003	13.257	14.03.2020 21:36
2281	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	21:37:00.443	21679.67	14.03.2020	21:37:02.117	21681.344	1.674	
2281	2	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	82	11.3076467	4.479	14.03.2020	21:37:04.406	21683.633	14.03.2020	21:37:16.785	21696.012	12.379	14.03.2020 21:37
2281	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	26	3.6702099	1.302	14.03.2020	21:37:18.601	21697.828	14.03.2020	21:37:23.286	21702.513	4.685	14.03.2020 21:37
2281	4	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	24	3.3981944	1.414	14.03.2020	21:37:23.753	21702.98	14.03.2020	21:37:28.042	21707.269	4.289	14.03.2020 21:37
2281	5	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	21:37:29.828	21709.055	14.03.2020	21:37:29.841	21709.068	0.013	
2281	6	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	21:37:29.871	21709.098	14.03.2020	21:37:30.424	21709.651	0.553	
2281	7	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	21:37:30.552	21709.779	14.03.2020	21:37:32.128	21711.355	1.576	
2347	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	21:44:49.055	22148.282	14.03.2020	21:44:49.751	22148.978	0.696	
2805	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	22:39:20.559	25419.786	14.03.2020	22:39:21.056	25420.283	0.497	
2909	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	22:49:11.455	26010.682	14.03.2020	22:49:11.693	26010.92	0.238	
2909	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	22:49:13.071	26012.298	14.03.2020	22:49:13.852	26013.079	0.781	
2930	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:22.600	26141.827	14.03.2020	22:51:22.643	26141.87	0.043	
2930	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:27.057	26146.284	14.03.2020	22:51:27.313	26146.54	0.256	
2930	2	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:27.341	26146.568	14.03.2020	22:51:27.426	26146.653	0.085	
2934	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:41.269	26160.496	14.03.2020	22:51:41.851	26161.078	0.582	
2934	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:43.855	26163.082	14.03.2020	22:51:44.164	26163.391	0.309	
2934	2	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:44.192	26163.419	14.03.2020	22:51:44.263	26163.49	0.071	
2934	3	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:47.119	26166.346	14.03.2020	22:51:47.415	26166.642	0.296	
2936	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:58.475	26177.702	14.03.2020	22:51:58.574	26177.801	0.099	
2936	1	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	22:51:58.688	26177.915	14.03.2020	22:51:59.466	26178.693	0.778	
2936	2	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	22:52:00.573	26179.8	14.03.2020	22:52:00.730	26179.957	0.157	
2936	3	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	14.03.2020	22:52:04.048	26183.275	14.03.2020	22:52:04.531	26183.758	0.483	
2936	4	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	22:52:05.710	26184.937	14.03.2020	22:52:06.193	26185.42	0.483	
2936	5	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	22:52:06.902	26186.129	14.03.2020	22:52:07.001	26186.228	0.099	
2983	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	104	29.1706687	20.538	14.03.2020	22:55:37.210	26396.437	14.03.2020	22:56:08.881	26428.108	31.671	14.03.2020 22:55
2983	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	23	2.9871709	1.232	14.03.2020	22:56:13.608	26432.835	14.03.2020	22:56:17.569	26436.796	3.961	14.03.2020 22:56
2983	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Correct	0	0	0	0	0	0	14.03.2020	22:56:20.590	26439.817	14.03.2020	22:56:22.322	26441.549	1.732	
2983	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	22:56:23.404	26442.631	14.03.2020	22:56:23.451	26442.678	0.047	
2983	4	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	17	2.1801247	0.84	14.03.2020	22:56:23.545	26442.772	14.03.2020	22:56:26.197	26445.424	2.652	14.03.2020 22:56
2983	5	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	22:56:30.217	26449.444	14.03.2020	22:56:31.708	26450.935	1.491	
3030	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	22:59:46.334	26645.561	14.03.2020	22:59:47.214	26646.441	0.88	
3030	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	14.03.2020	22:59:49.215	26648.442	14.03.2020	22:59:50.010	26649.237	0.795	
3030	2	1045-0291	9.002E+14	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	14.03.2020	22:59:52.085	26651.312	14.03.2020	22:59:52.357	26651.584	0.272	
3035	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	14.03.2020	23:00:12.002	26671.229	14.03.2020	23:00:12.300	26671.527	0.298	
3044	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	14.03.2020	23:00:31.866	26691.093	14.03.2020	23:00:32.263	26691.49	0.397	
3044	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	14.03.2020	23:00:35.571	26694.798	14.03.2020	23:00:35.643	26694.87	0.072	
3049	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Correct	0	0	0	0	0	0	14.03.2020	23:00:50.797	26710.024	14.03.2020	23:00:51.535	26710.762	0.738	
