DateTime	Type	Cage	Corner	Side	State
2020-03-14 15:35:44.684	Air	1	1		0
2020-03-14 15:35:44.689	Air	2	1		0
2020-03-14 15:35:44.705	Air	2	2		0
2020-03-14 15:35:44.711	Air	1	2		0
2020-03-14 15:35:44.728	Air	2	3		0
2020-03-14 15:35:44.734	Air	1	3		0
2020-03-14 15:35:44.751	Air	2	4		0
2020-03-14 15:35:44.757	Air	1	4		0
2020-03-14 15:35:44.784	Door	2	1	1	0
2020-03-14 15:35:44.786	Door	1	1	1	0
2020-03-14 15:35:44.800	Led	2	1	1	0
2020-03-14 15:35:44.802	Led	1	1	1	0
2020-03-14 15:35:44.822	Door	2	1	2	0
2020-03-14 15:35:44.827	Door	1	1	2	0
2020-03-14 15:35:44.838	Led	2	1	2	0
2020-03-14 15:35:44.844	Led	1	1	2	0
2020-03-14 15:35:44.860	Door	1	2	3	0
2020-03-14 15:35:44.866	Door	2	2	3	0
2020-03-14 15:35:44.877	Led	1	2	3	0
2020-03-14 15:35:44.883	Led	2	2	3	0
2020-03-14 15:35:44.901	Door	1	2	4	0
2020-03-14 15:35:44.907	Door	2	2	4	0
2020-03-14 15:35:44.918	Led	1	2	4	0
2020-03-14 15:35:44.923	Led	2	2	4	0
2020-03-14 15:35:44.941	Door	2	3	5	0
2020-03-14 15:35:44.946	Door	1	3	5	0
2020-03-14 15:35:44.957	Led	2	3	5	0
2020-03-14 15:35:44.962	Led	1	3	5	0
2020-03-14 15:35:44.983	Door	2	3	6	0
2020-03-14 15:35:44.986	Door	1	3	6	0
2020-03-14 15:35:44.999	Led	2	3	6	0
2020-03-14 15:35:45.004	Led	1	3	6	0
2020-03-14 15:35:45.023	Door	2	4	7	0
2020-03-14 15:35:45.036	Door	1	4	7	0
2020-03-14 15:35:45.040	Led	2	4	7	0
2020-03-14 15:35:45.045	Led	1	4	7	0
2020-03-14 15:35:45.062	Door	1	4	8	0
2020-03-14 15:35:45.075	Door	2	4	8	0
2020-03-14 15:35:45.079	Led	1	4	8	0
2020-03-14 15:35:45.085	Led	2	4	8	0
2020-03-14 15:35:46.206	Door	2	1	1	1
2020-03-14 15:35:46.209	Door	2	1	2	1
2020-03-14 15:35:46.213	Door	1	1	1	1
2020-03-14 15:35:46.217	Door	1	1	2	1
2020-03-14 15:35:46.283	Door	1	2	3	1
2020-03-14 15:35:46.287	Door	1	2	4	1
2020-03-14 15:35:46.293	Door	2	2	3	1
2020-03-14 15:35:46.298	Door	2	2	4	1
2020-03-14 15:35:46.364	Door	2	3	5	1
2020-03-14 15:35:46.368	Door	2	3	6	1
2020-03-14 15:35:46.373	Door	1	3	5	1
2020-03-14 15:35:46.378	Door	1	3	6	1
2020-03-14 15:35:46.452	Door	1	4	7	1
2020-03-14 15:35:46.457	Door	1	4	8	1
2020-03-14 15:35:46.464	Door	2	4	8	1
2020-03-14 15:35:54.115	Door	1	3	5	1
2020-03-14 15:35:54.782	Door	2	4	7	1
2020-03-14 15:36:17.002	Door	1	3	6	1
2020-03-14 15:36:37.705	Door	1	3	5	1
2020-03-14 15:36:40.118	Door	2	1	1	1
2020-03-14 15:36:40.118	Door	2	1	2	1
2020-03-14 15:36:42.438	Door	2	1	1	0
2020-03-14 15:36:42.442	Door	2	1	2	0
2020-03-14 15:36:44.000	Door	1	3	5	1
2020-03-14 15:36:44.033	Door	1	3	6	1
2020-03-14 15:36:46.150	Door	1	3	5	0
2020-03-14 15:36:46.166	Door	1	3	6	0
2020-03-14 15:36:50.187	Door	1	2	3	1
2020-03-14 15:36:50.221	Door	1	2	4	1
2020-03-14 15:36:51.817	Door	1	2	3	0
2020-03-14 15:36:51.822	Door	1	2	4	0
2020-03-14 15:37:25.158	Door	1	3	5	0
2020-03-14 15:37:25.174	Door	1	3	6	0
2020-03-14 15:37:33.543	Door	1	1	1	1
2020-03-14 15:37:33.563	Door	1	1	2	1
2020-03-14 15:37:33.583	Door	1	2	3	0
2020-03-14 15:37:33.600	Door	1	2	4	0
2020-03-14 15:37:33.617	Door	1	3	5	0
2020-03-14 15:37:33.633	Door	1	3	6	0
2020-03-14 15:37:33.650	Door	1	4	7	1
2020-03-14 15:37:33.666	Door	1	4	8	1
2020-03-14 15:37:35.884	Door	1	1	1	0
2020-03-14 15:37:35.888	Door	1	1	2	0
2020-03-14 15:37:36.033	Door	1	4	7	0
2020-03-14 15:37:36.037	Door	1	4	8	0
2020-03-14 15:37:37.132	Door	2	1	1	0
2020-03-14 15:37:37.148	Door	2	1	2	0
2020-03-14 15:37:37.165	Door	2	2	3	1
2020-03-14 15:37:37.185	Door	2	2	4	1
2020-03-14 15:37:37.206	Door	2	3	5	1
2020-03-14 15:37:37.225	Door	2	3	6	1
2020-03-14 15:37:37.243	Door	2	4	7	1
2020-03-14 15:37:37.277	Door	2	4	8	1
2020-03-14 15:37:38.101	Door	2	4	7	1
2020-03-14 15:37:38.698	Door	2	2	3	0
2020-03-14 15:37:38.702	Door	2	2	4	0
2020-03-14 15:37:38.907	Door	2	3	5	0
2020-03-14 15:37:38.912	Door	2	3	6	0
2020-03-14 15:37:38.968	Door	2	4	8	0
2020-03-14 15:37:39.744	Door	2	4	8	0
2020-03-14 15:37:41.182	Door	2	4	8	1
2020-03-14 15:37:43.952	Door	2	4	7	1
2020-03-14 15:37:43.971	Door	2	4	8	1
2020-03-14 15:37:46.078	Door	2	3	5	0
2020-03-14 15:37:46.078	Door	2	3	6	0
2020-03-14 15:37:46.304	Door	2	4	7	0
2020-03-14 15:37:46.309	Door	2	4	8	0
2020-03-14 15:37:48.506	Door	2	4	8	0
2020-03-14 15:37:49.931	Door	2	4	8	1
2020-03-14 15:37:50.003	Door	1	3	5	0
2020-03-14 15:37:50.019	Door	1	3	6	0
2020-03-14 15:37:52.747	Door	2	2	4	0
2020-03-14 15:37:54.171	Door	2	2	4	1
2020-03-14 15:37:54.279	Door	2	2	4	1
2020-03-14 15:38:00.186	Door	2	2	4	1
2020-03-14 15:38:01.814	Door	2	4	7	0
2020-03-14 15:38:02.630	Door	2	4	7	1
2020-03-14 15:38:03.851	Door	2	2	3	0
2020-03-14 15:38:05.289	Door	2	2	3	1
2020-03-14 15:38:06.336	Door	2	4	7	1
2020-03-14 15:38:06.336	Door	2	4	8	1
2020-03-14 15:38:06.837	Door	2	2	3	1
2020-03-14 15:38:06.849	Door	2	2	4	1
2020-03-14 15:38:08.510	Door	2	4	7	0
2020-03-14 15:38:08.514	Door	2	4	8	0
2020-03-14 15:38:08.719	Door	2	3	6	0
2020-03-14 15:38:08.892	Door	2	3	6	0
2020-03-14 15:38:08.963	Door	2	3	6	0
2020-03-14 15:38:09.146	Door	2	2	3	0
2020-03-14 15:38:09.150	Door	2	2	4	0
2020-03-14 15:38:10.148	Door	2	3	6	1
2020-03-14 15:38:11.941	Door	2	3	6	1
2020-03-14 15:38:15.534	Door	1	1	1	0
2020-03-14 15:38:15.550	Door	1	1	2	0
2020-03-14 15:38:15.801	Door	2	1	1	0
2020-03-14 15:38:15.818	Door	2	1	2	0
2020-03-14 15:38:15.924	Door	2	4	7	0
2020-03-14 15:38:16.518	Door	1	3	5	0
2020-03-14 15:38:17.074	Door	2	4	7	0
2020-03-14 15:38:17.349	Door	2	4	7	1
2020-03-14 15:38:17.943	Door	1	3	5	1
2020-03-14 15:38:18.825	Door	2	3	5	0
2020-03-14 15:38:20.065	Door	2	3	5	1
2020-03-14 15:38:21.670	Door	1	3	5	1
2020-03-14 15:38:21.678	Door	1	3	6	0
2020-03-14 15:38:24.097	Door	1	3	5	0
2020-03-14 15:38:24.599	Door	2	3	6	1
2020-03-14 15:38:26.830	Door	2	3	5	1
2020-03-14 15:38:26.830	Door	2	3	6	1
2020-03-14 15:38:26.861	Door	2	3	5	1
2020-03-14 15:38:26.867	Door	2	3	6	1
2020-03-14 15:38:29.149	Door	2	3	5	0
2020-03-14 15:38:29.153	Door	2	3	6	0
2020-03-14 15:38:30.515	Door	2	4	7	1
2020-03-14 15:38:30.515	Door	2	4	8	0
2020-03-14 15:38:32.037	Door	2	4	7	0
2020-03-14 15:38:34.210	Door	2	3	5	0
2020-03-14 15:38:34.210	Door	2	3	6	0
2020-03-14 15:38:35.003	Door	2	3	5	0
2020-03-14 15:38:35.020	Door	2	3	6	0
2020-03-14 15:38:35.863	Door	2	4	7	0
2020-03-14 15:38:35.880	Door	2	4	8	0
2020-03-14 15:38:37.032	Door	2	2	3	0
2020-03-14 15:38:37.049	Door	2	2	4	0
2020-03-14 15:38:52.313	Door	2	3	5	0
2020-03-14 15:38:52.317	Door	2	3	6	0
2020-03-14 15:39:02.276	Door	2	2	3	0
2020-03-14 15:39:02.305	Door	2	2	4	0
