Animal	Tag	Sex	Weight	Group	Notes	FirstVisitDateTime	LastVisitDateTime	LastVisitedCorner	VisitNumber	VisitDuration	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	PlaceErrorsPercent	PlaceErrorsTotal	SideErrorsPercent	SideErrorsTotal	TimeErrorsPercent	TimeErrorsTotal	ConditionErrorsPercent	ConditionErrorsTotal
291	900200000469486	Unknown	0	Default		2020-03-14 15:37:51.374	2020-03-15 15:33:57.657	3	223	2446.557	429	552.264	2115	294.9598711	128.588	74.9	167	62.5	268	0.0	0	0.0	0
301	900200000276290	Unknown	0	Default		2020-03-14 15:39:31.939	2020-03-15 15:03:02.314	3	284	2438.529	461	499.051	1919	250.4133218	87.518	69.4	197	60.7	280	0.0	0	0.0	0
331	900200000098819	Unknown	0	Default		2020-03-14 15:37:37.805	2020-03-15 15:30:20.714	4	183	2453.449	301	523.813	2371	340.6464848	154.5	68.3	125	61.1	184	0.0	0	0.0	0
340	900200000470750	Unknown	0	Default		2020-03-14 15:40:27.751	2020-03-15 15:35:31.082	3	248	1946.596	385	423.354	1791	245.0610172	106.391	74.6	185	66.8	257	0.0	0	0.0	0
353	900200000068971	Unknown	0	Default		2020-03-14 15:39:40.686	2020-03-15 15:29:42.914	2	221	2393.931	559	489.691	1794	241.6268212	78.357	69.2	153	58.7	328	0.0	0	0.0	0
356	900200000278773	Unknown	0	Default		2020-03-14 15:36:58.600	2020-03-15 15:29:59.703	3	350	3083.002	615	500.045	1710	252.5404434	101.197	76.0	266	70.1	431	0.0	0	0.0	0
357	900200000471745	Unknown	0	Default		2020-03-14 15:38:14.705	2020-03-15 15:28:28.908	2	181	2265.663	315	408.472	1635	258.5747901	136.268	72.4	131	66.3	209	0.0	0	0.0	0
358	900200000275890	Unknown	0	Default		2020-03-14 15:40:47.671	2020-03-15 15:29:51.566	4	224	2407.471	321	476.398	1844	313.3769243	173.662	67.4	151	54.8	176	0.0	0	0.0	0
368	900200000472610	Unknown	0	Default		2020-03-14 15:39:53.202	2020-03-15 15:34:29.563	1	273	2633.148	517	537.269	2166	293.9638138	105.924	74.7	204	68.5	354	0.0	0	0.0	0
374	900200000404262	Unknown	0	Default		2020-03-14 17:50:20.236	2020-03-15 15:35:22.684	1	252	1838.272	475	381.496	1723	220.608618	85.008	77.8	196	62.9	299	0.0	0	0.0	0
387	900200000471017	Unknown	0	Default		2020-03-14 15:44:04.448	2020-03-15 15:28:45.175	4	325	2860.508	795	528.664	1901	253.9625258	92.688	71.1	231	61.1	486	0.0	0	0.0	0
390	900200000100627	Unknown	0	Default		2020-03-14 15:38:37.013	2020-03-15 15:31:08.175	2	206	2328.639	268	522.597	2845	376.0285073	132.759	68.9	142	60.1	161	0.0	0	0.0	0
403	900200000469608	Unknown	0	Default		2020-03-14 15:40:08.968	2020-03-15 15:34:45.583	3	299	2903.87	559	573.03	1946	297.5070168	131.693	73.9	221	64.4	360	0.0	0	0.0	0
437	900200000274738	Unknown	0	Default		2020-03-14 15:38:08.145	2020-03-15 15:22:09.993	3	303	2894.833	525	477.141	1622	211.3950928	74.139	66.3	201	58.1	305	0.0	0	0.0	0
