VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
266	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	28	3.2911883	1.53	15.03.2020	17:40:30.126	7318.075	15.03.2020	17:40:34.158	7322.107	4.032	15.03.2020 17:40
266	2	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	25	3.4401968	1.26	15.03.2020	17:40:35.762	7323.711	15.03.2020	17:40:39.992	7327.941	4.23	15.03.2020 17:40
266	3	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	17:40:42.135	7330.084	15.03.2020	17:40:43.767	7331.716	1.632	
266	4	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	17:40:45.060	7333.009	15.03.2020	17:40:45.587	7333.536	0.527	
277	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	80	14.8808512	8.12	15.03.2020	17:41:02.851	7350.8	15.03.2020	17:41:18.895	7366.844	16.044	15.03.2020 17:41
277	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	25	3.5232015	1.386	15.03.2020	17:41:22.715	7370.664	15.03.2020	17:41:27.172	7375.121	4.457	15.03.2020 17:41
496	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:14:06.545	9334.494	15.03.2020	18:14:07.342	9335.291	0.797	
496	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:14:07.494	9335.443	15.03.2020	18:14:07.693	9335.642	0.199	
496	2	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:14:09.353	9337.302	15.03.2020	18:14:09.381	9337.33	0.028	
496	3	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:14:09.423	9337.372	15.03.2020	18:14:09.650	9337.599	0.227	
552	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:12.246	10000.195	15.03.2020	18:25:12.605	10000.554	0.359	
552	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:14.141	10002.09	15.03.2020	18:25:14.240	10002.189	0.099	
552	2	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:14.396	10002.345	15.03.2020	18:25:14.424	10002.373	0.028	
552	3	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:14.637	10002.586	15.03.2020	18:25:14.694	10002.643	0.057	
555	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:31.697	10019.646	15.03.2020	18:25:32.136	10020.085	0.439	
555	1	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	15.03.2020	18:25:32.189	10020.138	15.03.2020	18:25:32.193	10020.142	0.004	
634	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:08.701	10356.65	15.03.2020	18:31:08.813	10356.762	0.112	
634	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:08.900	10356.849	15.03.2020	18:31:08.999	10356.948	0.099	
634	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:09.027	10356.976	15.03.2020	18:31:09.070	10357.019	0.043	
634	3	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:18.298	10366.247	15.03.2020	18:31:18.354	10366.303	0.056	
634	4	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:18.582	10366.531	15.03.2020	18:31:18.616	10366.565	0.034	
637	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	25	3.0031718	1.092	15.03.2020	18:31:23.860	10371.809	15.03.2020	18:31:28.034	10375.983	4.174	15.03.2020 18:31
637	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	18:31:28.866	10376.815	15.03.2020	18:31:28.955	10376.904	0.089	
637	2	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	18:31:28.997	10376.946	15.03.2020	18:31:29.085	10377.034	0.088	
637	3	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	18:31:29.192	10377.141	15.03.2020	18:31:29.196	10377.145	0.004	
637	4	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	9	1.1140637	0.42	15.03.2020	18:31:31.243	10379.192	15.03.2020	18:31:32.843	10380.792	1.6	15.03.2020 18:31
637	5	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	18:31:35.841	10383.79	15.03.2020	18:31:36.821	10384.77	0.98	
642	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:54.024	10401.973	15.03.2020	18:31:54.817	10402.766	0.793	
642	1	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	15.03.2020	18:31:57.005	10404.954	15.03.2020	18:31:57.885	10405.834	0.88	
836	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	16	2.0151153	0.868	15.03.2020	18:44:33.520	11161.469	15.03.2020	18:44:36.275	11164.224	2.755	15.03.2020 18:44
836	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	18:44:41.444	11169.393	15.03.2020	18:44:41.813	11169.762	0.369	
931	0	1045-0291	9.002E+14	Unknown	Default	2	3	6	Incorrect	1	0	0	0	0	0	15.03.2020	18:49:45.781	11473.73	15.03.2020	18:49:46.392	11474.341	0.611	
935	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:02.400	11490.349	15.03.2020	18:50:02.883	11490.832	0.483	
935	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:06.205	11494.154	15.03.2020	18:50:06.461	11494.41	0.256	
944	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:18.186	11506.135	15.03.2020	18:50:18.541	11506.49	0.355	
944	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:20.897	11508.846	15.03.2020	18:50:20.938	11508.887	0.041	
952	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:38.908	11526.857	15.03.2020	18:50:39.305	11527.254	0.397	
952	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:50:41.235	11529.184	15.03.2020	18:50:41.290	11529.239	0.055	
976	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	41	5.1292933	2.085	15.03.2020	18:52:14.648	11622.597	15.03.2020	18:52:21.407	11629.356	6.759	15.03.2020 18:52
976	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	18:52:24.162	11632.111	15.03.2020	18:52:24.546	11632.495	0.384	
976	2	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	18:52:26.519	11634.468	15.03.2020	18:52:27.399	11635.348	0.88	
995	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	18:53:09.999	11677.948	15.03.2020	18:53:10.090	11678.039	0.091	
995	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	18:53:11.931	11679.88	15.03.2020	18:53:12.002	11679.951	0.071	
1119	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:01:01.810	12149.759	15.03.2020	19:01:02.108	12150.057	0.298	
1149	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	49	6.1263503	2.436	15.03.2020	19:01:55.405	12203.354	15.03.2020	19:02:02.915	12210.864	7.51	15.03.2020 19:01
1149	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	19:02:09.902	12217.851	15.03.2020	19:02:10.229	12218.178	0.327	
1161	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:03:03.943	12271.892	15.03.2020	19:03:04.368	12272.317	0.425	
1161	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:03:08.925	12276.874	15.03.2020	19:03:08.939	12276.888	0.014	
1171	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:03:26.206	12294.155	15.03.2020	19:03:26.760	12294.709	0.554	
1171	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:03:26.887	12294.836	15.03.2020	19:03:27.368	12295.317	0.481	
1182	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	19:04:15.354	12343.303	15.03.2020	19:04:15.410	12343.359	0.056	
1187	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:04:34.069	12362.018	15.03.2020	19:04:34.098	12362.047	0.029	
1272	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:11:21.704	12769.653	15.03.2020	19:11:23.623	12771.572	1.919	
1272	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:11:24.897	12772.846	15.03.2020	19:11:25.477	12773.426	0.58	
1272	2	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:11:26.047	12773.996	15.03.2020	19:11:26.500	12774.449	0.453	
1272	3	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:11:28.998	12776.947	15.03.2020	19:11:29.549	12777.498	0.551	
1308	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	11	1.1080633	0.448	15.03.2020	19:14:54.588	12982.537	15.03.2020	19:14:57.385	12985.334	2.797	15.03.2020 19:14
1320	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:15:49.985	13037.934	15.03.2020	19:15:50.042	13037.991	0.057	
1323	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:15:57.673	13045.622	15.03.2020	19:15:58.241	13046.19	0.568	
1555	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:35:55.577	14243.526	15.03.2020	19:35:55.762	14243.711	0.185	
1798	0	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:27.914	15295.863	15.03.2020	19:53:27.948	15295.897	0.034	
1798	1	1045-0291	9.002E+14	Unknown	Default	2	3	5	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:28.297	15296.246	15.03.2020	19:53:28.823	15296.772	0.526	
1806	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:51.111	15319.06	15.03.2020	19:53:52.105	15320.054	0.994	
1806	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:52.177	15320.126	15.03.2020	19:53:52.445	15320.394	0.268	
1806	2	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:55.795	15323.744	15.03.2020	19:53:56.293	15324.242	0.498	
1806	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:56.577	15324.526	15.03.2020	19:53:56.690	15324.639	0.113	
1806	4	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:57.259	15325.208	15.03.2020	19:53:57.285	15325.234	0.026	
1806	5	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:57.470	15325.419	15.03.2020	19:53:57.556	15325.505	0.086	
1806	6	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:57.641	15325.59	15.03.2020	19:53:57.698	15325.647	0.057	
1806	7	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:57.955	15325.904	15.03.2020	19:53:57.965	15325.914	0.01	
1806	8	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	19:53:57.974	15325.923	15.03.2020	19:53:57.984	15325.933	0.01	
1809	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:54:06.012	15333.961	15.03.2020	19:54:06.291	15334.24	0.279	
1809	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	19:54:09.030	15336.979	15.03.2020	19:54:09.121	15337.07	0.091	
1809	2	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	19:54:09.411	15337.36	15.03.2020	19:54:09.940	15337.889	0.529	
1821	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	28	3.4181956	1.358	15.03.2020	19:54:45.270	15373.219	15.03.2020	19:54:49.430	15377.379	4.16	15.03.2020 19:54
1821	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	19:54:50.087	15378.036	15.03.2020	19:54:50.778	15378.727	0.691	
1821	2	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	39	4.9052805	1.848	15.03.2020	19:54:53.548	15381.497	15.03.2020	19:54:58.928	15386.877	5.38	15.03.2020 19:54
1821	3	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	47	5.5483175	2.338	15.03.2020	19:55:00.264	15388.213	15.03.2020	19:55:07.205	15395.154	6.941	15.03.2020 19:55
1821	4	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	19:55:09.873	15397.822	15.03.2020	19:55:11.194	15399.143	1.321	
1862	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:58:50.008	15617.957	15.03.2020	19:58:50.888	15618.837	0.88	
1862	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	19:58:51.199	15619.148	15.03.2020	19:58:51.612	15619.561	0.413	
1977	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	77	9.9065666	3.724	15.03.2020	20:09:39.492	16267.441	15.03.2020	20:09:51.204	16279.153	11.712	15.03.2020 20:09
1977	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	25	3.2071834	1.414	15.03.2020	20:09:54.046	16281.995	15.03.2020	20:09:58.140	16286.089	4.094	15.03.2020 20:09
1993	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	20:11:30.821	16378.77	15.03.2020	20:11:31.376	16379.325	0.555	
1993	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:11:33.561	16381.51	15.03.2020	20:11:34.214	16382.163	0.653	
2018	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:14:52.625	16580.574	15.03.2020	20:14:52.922	16580.871	0.297	
2019	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	20:15:01.768	16589.717	15.03.2020	20:15:02.578	16590.527	0.81	
2019	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	20:15:10.426	16598.375	15.03.2020	20:15:11.235	16599.184	0.809	
2019	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	20:15:11.562	16599.511	15.03.2020	20:15:11.818	16599.767	0.256	
2019	3	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	20:15:16.661	16604.61	15.03.2020	20:15:16.836	16604.785	0.175	
2059	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	105	13.6167791	5.068	15.03.2020	20:19:23.145	16851.094	15.03.2020	20:19:37.669	16865.618	14.524	15.03.2020 20:19
2059	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	20:19:40.125	16868.074	15.03.2020	20:19:40.196	16868.145	0.071	
2059	2	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	3	0.4530259	0.154	15.03.2020	20:19:40.223	16868.172	15.03.2020	20:19:41.163	16869.112	0.94	15.03.2020 20:19
2059	3	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	20:19:44.012	16871.961	15.03.2020	20:19:44.339	16872.288	0.327	
2116	0	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	49	6.3193614	2.52	15.03.2020	20:25:42.431	17230.38	15.03.2020	20:25:50.097	17238.046	7.666	15.03.2020 20:25
2116	1	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	20:25:51.946	17239.895	15.03.2020	20:25:52.333	17240.282	0.387	
2213	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	20:38:55.081	18023.03	15.03.2020	20:38:55.266	18023.215	0.185	
2213	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	20:38:58.888	18026.837	15.03.2020	20:38:59.356	18027.305	0.468	
2220	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:39:16.620	18044.569	15.03.2020	20:39:17.061	18045.01	0.441	
2220	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:39:17.104	18045.053	15.03.2020	20:39:17.288	18045.237	0.184	
2226	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	69	8.6824966	3.346	15.03.2020	20:39:31.988	18059.937	15.03.2020	20:39:41.996	18069.945	10.008	15.03.2020 20:39
2226	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	20:39:43.585	18071.534	15.03.2020	20:39:43.657	18071.606	0.072	
2226	2	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	0	0	0	15.03.2020	20:39:43.714	18071.663	15.03.2020	20:39:43.869	18071.818	0.155	
2226	3	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	0	0	0	15.03.2020	20:39:44.568	18072.517	15.03.2020	20:39:44.638	18072.587	0.07	
2275	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:43:50.928	18318.877	15.03.2020	20:43:51.026	18318.975	0.098	
2275	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	20:43:58.175	18326.124	15.03.2020	20:43:58.218	18326.167	0.043	
2275	2	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:43:58.504	18326.453	15.03.2020	20:43:58.518	18326.467	0.014	
2278	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	20:44:16.405	18344.354	15.03.2020	20:44:17.046	18344.995	0.641	
2278	1	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	20:44:20.366	18348.315	15.03.2020	20:44:20.906	18348.855	0.54	
2278	2	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	20:44:25.945	18353.894	15.03.2020	20:44:25.973	18353.922	0.028	
2282	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	50	6.3853652	2.492	15.03.2020	20:45:11.496	18399.445	15.03.2020	20:45:19.873	18407.822	8.377	2020-03-15 20:45:12.038
2344	0	1045-0291	9.002E+14	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	15.03.2020	20:52:08.817	18816.766	15.03.2020	20:52:09.002	18816.951	0.185	
2347	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	20:52:31.062	18839.011	15.03.2020	20:52:31.147	18839.096	0.085	
2352	0	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	20:53:02.828	18870.777	15.03.2020	20:53:03.126	18871.075	0.298	
2352	1	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	20:53:05.709	18873.658	15.03.2020	20:53:05.892	18873.841	0.183	
2402	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	77	10.3945946	3.709	15.03.2020	20:59:30.792	19258.741	15.03.2020	20:59:42.364	19270.313	11.572	15.03.2020 20:59
2402	1	1045-0291	9.002E+14	Unknown	Default	2	4	8	Correct	0	0	0	5	0.7290417	0.21	15.03.2020	20:59:45.201	19273.15	15.03.2020	20:59:47.257	19275.206	2.056	15.03.2020 20:59
2409	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	21:01:14.276	19362.225	15.03.2020	21:01:14.305	19362.254	0.029	
2410	0	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	21:01:30.503	19378.452	15.03.2020	21:01:31.127	19379.076	0.624	
2410	1	1045-0291	9.002E+14	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	15.03.2020	21:01:45.719	19393.668	15.03.2020	21:01:46.161	19394.11	0.442	
2425	0	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	21:02:39.067	19447.016	15.03.2020	21:02:39.322	19447.271	0.255	
2425	1	1045-0291	9.002E+14	Unknown	Default	2	1	1	Incorrect	1	0	0	0	0	0	15.03.2020	21:02:41.933	19449.882	15.03.2020	21:02:42.202	19450.151	0.269	
2425	2	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	21:02:42.342	19450.291	15.03.2020	21:02:42.427	19450.376	0.085	
2425	3	1045-0291	9.002E+14	Unknown	Default	2	1	2	Incorrect	1	0	0	0	0	0	15.03.2020	21:02:42.455	19450.404	15.03.2020	21:02:42.782	19450.731	0.327	
2427	0	1045-0291	9.002E+14	Unknown	Default	2	4	7	Correct	0	0	0	24	2.9811705	1.204	15.03.2020	21:02:50.155	19458.104	15.03.2020	21:02:53.875	19461.824	3.72	15.03.2020 21:02
