DateTime	Type	Cage	Corner	Side	State
2022-10-04 14:23:34.839	Air	2	1		0
2022-10-04 14:23:34.856	Air	1	1		0
2022-10-04 14:23:34.867	Air	2	2		0
2022-10-04 14:23:34.885	Air	1	2		0
2022-10-04 14:23:34.896	Air	2	3		0
2022-10-04 14:23:34.914	Air	1	3		0
2022-10-04 14:23:34.925	Air	2	4		0
2022-10-04 14:23:34.944	Air	1	4		0
2022-10-04 14:23:34.962	Door	2	1	1	0
2022-10-04 14:23:34.977	Door	1	1	1	0
2022-10-04 14:23:34.985	Led	2	1	1	0
2022-10-04 14:23:35.001	Led	1	1	1	0
2022-10-04 14:23:35.010	Door	2	1	2	0
2022-10-04 14:23:35.021	Door	1	1	2	0
2022-10-04 14:23:35.034	Led	1	1	2	0
2022-10-04 14:23:35.039	Led	2	1	2	0
2022-10-04 14:23:35.060	Door	1	2	3	0
2022-10-04 14:23:35.072	Door	2	2	3	0
2022-10-04 14:23:35.079	Led	1	2	3	0
2022-10-04 14:23:35.097	Led	2	2	3	0
2022-10-04 14:23:35.105	Door	1	2	4	0
2022-10-04 14:23:35.124	Door	2	2	4	0
2022-10-04 14:23:35.132	Led	1	2	4	0
2022-10-04 14:23:35.150	Led	2	2	4	0
2022-10-04 14:23:35.157	Door	1	3	5	0
2022-10-04 14:23:35.165	Door	2	3	5	0
2022-10-04 14:23:35.181	Led	1	3	5	0
2022-10-04 14:23:35.199	Led	2	3	5	0
2022-10-04 14:23:35.202	Door	1	3	6	0
2022-10-04 14:23:35.217	Door	2	3	6	0
2022-10-04 14:23:35.224	Led	1	3	6	0
2022-10-04 14:23:35.241	Led	2	3	6	0
2022-10-04 14:23:35.245	Door	1	4	7	0
2022-10-04 14:23:35.250	Door	2	4	7	0
2022-10-04 14:23:35.269	Led	1	4	7	0
2022-10-04 14:23:35.274	Led	2	4	7	0
2022-10-04 14:23:35.293	Door	1	4	8	0
2022-10-04 14:23:35.304	Door	2	4	8	0
2022-10-04 14:23:35.313	Led	1	4	8	0
2022-10-04 14:23:35.331	Led	2	4	8	0
2022-10-04 14:23:35.353	Door	1	4	7	0
2022-10-04 14:23:35.423	Door	2	2	4	0
2022-10-04 14:23:35.546	Door	2	2	4	0
2022-10-04 14:23:36.389	Door	2	1	1	1
2022-10-04 14:23:36.391	Door	2	1	2	1
2022-10-04 14:23:36.396	Door	1	1	1	1
2022-10-04 14:23:36.401	Door	1	1	2	1
2022-10-04 14:23:36.484	Door	1	2	3	1
2022-10-04 14:23:36.491	Door	1	2	4	1
2022-10-04 14:23:36.493	Door	2	2	3	1
2022-10-04 14:23:36.514	Door	2	2	4	1
2022-10-04 14:23:36.582	Door	1	3	5	1
2022-10-04 14:23:36.587	Door	1	3	6	1
2022-10-04 14:23:36.596	Door	2	3	5	1
2022-10-04 14:23:36.614	Door	2	3	6	1
2022-10-04 14:23:36.680	Door	2	4	7	1
2022-10-04 14:23:36.690	Door	2	4	8	1
2022-10-04 14:23:36.695	Door	1	4	7	1
2022-10-04 14:23:36.697	Door	1	4	8	1
2022-10-04 14:23:37.297	Door	1	4	8	1
2022-10-04 14:23:38.451	Door	1	1	1	1
2022-10-04 14:23:39.957	Door	2	1	1	1
2022-10-04 14:23:41.546	Door	2	4	8	1
2022-10-04 14:23:41.652	Door	1	2	4	1
2022-10-04 14:23:41.746	Door	2	4	8	1
2022-10-04 14:23:41.962	Door	1	4	7	1
2022-10-04 14:23:41.968	Door	1	4	8	1
2022-10-04 14:23:42.078	Door	2	1	2	1
2022-10-04 14:23:42.452	Door	1	1	1	1
2022-10-04 14:23:42.478	Door	1	1	2	1
2022-10-04 14:23:42.571	Door	2	2	4	1
2022-10-04 14:23:42.976	Door	1	1	1	1
2022-10-04 14:23:43.690	Door	2	4	7	1
2022-10-04 14:23:43.716	Door	2	4	8	1
2022-10-04 14:23:43.908	Door	2	4	7	1
2022-10-04 14:23:44.185	Door	2	3	6	1
2022-10-04 14:23:44.271	Door	1	1	2	0
2022-10-04 14:23:44.339	Door	1	4	7	0
2022-10-04 14:23:44.356	Door	1	4	8	0
2022-10-04 14:23:44.442	Door	2	1	1	1
2022-10-04 14:23:44.480	Door	2	1	2	1
2022-10-04 14:23:44.701	Door	2	2	4	0
2022-10-04 14:23:44.703	Door	1	2	3	1
2022-10-04 14:23:44.724	Door	1	2	4	1
2022-10-04 14:23:45.667	Door	2	4	8	1
2022-10-04 14:23:45.771	Door	2	4	8	1
2022-10-04 14:23:46.077	Door	2	1	1	1
