DateTime	Temperature	Illumination	Cage
2022-10-04 14:23:34	21	74	1
2022-10-04 14:23:34	21.6	155	2
2022-10-04 14:24:34	21.4	74	1
2022-10-04 14:24:34	22.2	151	2
2022-10-04 14:25:34	22	70	1
2022-10-04 14:25:34	22.2	153	2
2022-10-04 14:26:34	22	65	1
2022-10-04 14:26:34	22.6	151	2
2022-10-04 14:27:34	22	76	1
2022-10-04 14:27:34	22.6	157	2
2022-10-04 14:28:34	22.4	76	1
2022-10-04 14:28:34	22.6	155	2
2022-10-04 14:29:34	22.4	76	1
2022-10-04 14:29:34	22.6	155	2
2022-10-04 14:30:34	22.4	78	1
2022-10-04 14:30:34	23.2	155	2
2022-10-04 14:31:34	22.4	78	1
2022-10-04 14:31:34	23.2	157	2
2022-10-04 14:32:34	22.4	76	1
2022-10-04 14:32:34	23.2	155	2
2022-10-04 14:33:34	22.4	76	1
2022-10-04 14:33:34	23.2	160	2
2022-10-04 14:34:34	22.4	78	1
2022-10-04 14:34:34	23.2	157	2
2022-10-04 14:35:34	23	78	1
2022-10-04 14:35:34	23.2	160	2
2022-10-04 14:36:34	22.4	76	1
2022-10-04 14:36:34	23.2	160	2
2022-10-04 14:37:34	23	76	1
2022-10-04 14:37:34	23.2	155	2
2022-10-04 14:38:34	22.4	76	1
2022-10-04 14:38:34	23.2	155	2
2022-10-04 14:39:34	23	78	1
2022-10-04 14:39:34	23.2	155	2
2022-10-04 14:40:34	23	78	1
2022-10-04 14:40:34	23.2	157	2
2022-10-04 14:41:34	23	76	1
2022-10-04 14:41:34	23.2	160	2
2022-10-04 14:42:34	23	78	1
2022-10-04 14:42:34	23.6	155	2
2022-10-04 14:43:34	23	78	1
2022-10-04 14:43:34	23.6	157	2
2022-10-04 14:44:34	23	76	1
2022-10-04 14:44:34	23.6	155	2
2022-10-04 14:45:34	23	76	1
2022-10-04 14:45:34	23.6	155	2
2022-10-04 14:46:34	23	78	1
2022-10-04 14:46:34	23.6	162	2
2022-10-04 14:47:34	23	76	1
2022-10-04 14:47:34	23.6	157	2
2022-10-04 14:48:34	23	78	1
2022-10-04 14:48:34	23.6	157	2
2022-10-04 14:49:34	23	76	1
2022-10-04 14:49:34	23.6	155	2
2022-10-04 14:50:34	23	78	1
2022-10-04 14:50:34	23.6	160	2
2022-10-04 14:51:34	23	76	1
2022-10-04 14:51:34	23.6	155	2
2022-10-04 14:52:34	23	76	1
2022-10-04 14:52:34	23.6	160	2
2022-10-04 14:53:34	23	78	1
2022-10-04 14:53:34	23.6	160	2
2022-10-04 14:54:34	23	78	1
2022-10-04 14:54:34	23.6	162	2
2022-10-04 14:55:34	23	76	1
2022-10-04 14:55:34	23.6	157	2
2022-10-04 14:56:34	23	78	1
2022-10-04 14:56:34	23.6	155	2
2022-10-04 14:57:34	23	78	1
2022-10-04 14:57:34	23.6	155	2
2022-10-04 14:58:34	23	78	1
2022-10-04 14:58:34	23.6	155	2
2022-10-04 14:59:34	23	76	1
2022-10-04 14:59:35	23.6	157	2
