Animal	Tag	Sex	Weight	Group	Notes	FirstVisitDateTime	LastVisitDateTime	LastVisitedCorner	VisitNumber	VisitDuration	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	PlaceErrorsPercent	PlaceErrorsTotal	SideErrorsPercent	SideErrorsTotal	TimeErrorsPercent	TimeErrorsTotal	ConditionErrorsPercent	ConditionErrorsTotal
291	900200000469486	Unknown	0	Default		2020-03-16 17:18:41.290	2020-03-17 15:42:14.235	4	282	3121.391	448	907.269	4175	566.5484049	208.462	45.7	129	28.8	129	0.0	0	0.0	0
301	900200000276290	Unknown	0	Default		2020-03-16 17:08:03.594	2020-03-17 15:42:35.824	4	357	2748.453	686	1045.402	5258	665.4590625	236.012	30.5	109	26.1	179	0.0	0	0.0	0
331	900200000098819	Unknown	0	Default		2020-03-16 16:03:07.210	2020-03-17 15:54:54.757	1	244	4490.594	702	1848.288	9261	1258.1539611	451.64	43.4	106	34.5	242	0.0	0	0.0	0
340	900200000470750	Unknown	0	Default		2020-03-16 16:55:26.442	2020-03-17 15:49:54.392	4	414	2560.204	493	766.67	3578	500.1246063	206.094	43.2	179	42.2	208	0.0	0	0.0	0
353	900200000068971	Unknown	0	Default		2020-03-16 16:05:27.973	2020-03-17 15:54:22.853	2	262	3008.733	732	1005.694	4422	593.0599196	193.27	43.5	114	26.9	197	0.0	0	0.0	0
356	900200000278773	Unknown	0	Default		2020-03-16 15:56:55.892	2020-03-17 15:54:45.136	1	280	2947.523	689	848.771	2787	414.0436826	175.382	49.6	139	42.4	292	0.0	0	0.0	0
357	900200000471745	Unknown	0	Default		2020-03-16 16:04:07.351	2020-03-17 15:52:25.284	2	250	3399.963	523	928.013	3800	540.9549413	202.67	39.2	98	28.3	148	0.0	0	0.0	0
358	900200000275890	Unknown	0	Default		2020-03-16 17:19:15.178	2020-03-17 15:47:49.850	3	303	3681.483	573	1463.607	7918	1068.6071202	387.709	40.6	123	29.3	168	0.0	0	0.0	0
368	900200000472610	Unknown	0	Default		2020-03-16 15:56:07.997	2020-03-17 15:53:46.794	1	236	2844.485	495	826.361000000001	3664	508.8011017	186.488	42.4	100	32.1	159	0.0	0	0.0	0
374	900200000404262	Unknown	0	Default		2020-03-16 15:55:55.296	2020-03-17 15:53:23.388	4	251	3575.145	883	957.233000000001	4004	520.5147723	188.813	45.8	115	46.3	409	0.0	0	0.0	0
387	900200000471017	Unknown	0	Default		2020-03-16 17:23:51.996	2020-03-17 15:53:50.061	2	265	2659.812	979	1024.653	4561	590.1877558	190.869	32.8	87	16.0	157	0.0	0	0.0	0
390	900200000100627	Unknown	0	Default		2020-03-16 16:56:52.238	2020-03-17 15:51:05.770	4	314	3501.517	617	804.194	3929	490.1070333	160.304	51.3	161	51.1	315	0.0	0	0.0	0
403	900200000469608	Unknown	0	Default		2020-03-16 15:56:03.454	2020-03-17 15:55:42.194	2	272	3149.515	659	1278.762	6247	844.0012744	305.123	40.1	109	29.0	191	0.0	0	0.0	0
437	900200000274738	Unknown	0	Default		2020-03-16 17:00:03.935	2020-03-17 15:53:37.648	4	389	4021.406	794	1103.263	4933	623.328652099999	226.482	45.5	177	38.4	305	0.0	0	0.0	0
438	900200000067270	Unknown	0	Default		2020-03-16 16:56:45.366	2020-03-17 15:54:39.917	2	315	3686.332	632	1142.242	4754	708.9465484	222.383	38.1	120	30.9	195	0.0	0	0.0	0
452	900200000469796	Unknown	0	Default		2020-03-16 15:56:43.922	2020-03-17 15:52:25.590	4	365	3559.714	684	879.703	4447	586.2775331	203.021	44.7	163	42.7	292	0.0	0	0.0	0
312	900200000470680	Unknown	0	Default		2020-03-16 17:18:58.075	2020-03-17 14:44:33.531	1	197	2731.21	403	717.378	2921	398.5037921	126.771	41.1	81	37.0	149	0.0	0	0.0	0
315	900200000276779	Unknown	0	Default		2020-03-16 17:02:42.644	2020-03-17 14:15:07.237	4	178	3722.619	437	903.28	3526	446.0105105	154.168	47.2	84	37.3	163	0.0	0	0.0	0
