VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
47	1236	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	79	9.9535694	3.5	2020-03-16	19:08:34.087	11570.098	2020-03-16	19:08:44.756	11580.767	10.669	2020-03-16 19:08:34.614
48	1236	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:08:54.802	11590.813	2020-03-16	19:08:54.846	11590.857	0.044	
49	1236	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	16	2.2261274	0.714	2020-03-16	19:08:54.986	11590.997	2020-03-16	19:08:57.797	11593.808	2.811	2020-03-16 19:08:55.386
50	1236	3	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:08:59.980	11595.991	2020-03-16	19:09:01.384	11597.395	1.404	
51	1236	4	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:09:05.896	11601.907	2020-03-16	19:09:05.924	11601.935	0.028	
52	1249	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	19:09:18.174	11614.185	2020-03-16	19:09:18.244	11614.255	0.07	
53	1262	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	29	3.6812105	1.386	2020-03-16	19:09:43.153	11639.164	2020-03-16	19:09:48.432	11644.443	5.279	2020-03-16 19:09:43.927
54	1262	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:09:50.063	11646.074	2020-03-16	19:09:50.076	11646.087	0.013	
55	1262	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:09:50.176	11646.187	2020-03-16	19:09:51.751	11647.762	1.575	
56	1324	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:15:39.498	11995.509	2020-03-16	19:15:39.511	11995.522	0.013	
57	1324	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	40	6.2693587	1.652	2020-03-16	19:15:39.554	11995.565	2020-03-16	19:15:49.812	12005.823	10.258	2020-03-16 19:15:40.181
58	1324	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	6	0.8250472	0.252	2020-03-16	19:15:50.562	12006.573	2020-03-16	19:15:52.705	12008.716	2.143	2020-03-16 19:15:51.733
59	1554	0	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:39:23.692	13419.703	2020-03-16	19:39:23.777	13419.788	0.085	
60	1554	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:39:24.043	13420.054	2020-03-16	19:39:24.047	13420.058	0.004	
61	1556	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	19:39:54.578	13450.589	2020-03-16	19:39:55.643	13451.654	1.065	
62	1560	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:40:09.942	13465.953	2020-03-16	19:40:10.481	13466.492	0.539	
63	1560	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	77	10.4365969	3.864	2020-03-16	19:40:10.522	13466.533	2020-03-16	19:40:21.265	13477.276	10.743	2020-03-16 19:40:10.696
64	1560	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:40:24.312	13480.323	2020-03-16	19:40:26.313	13482.324	2.001	
65	1560	3	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	1	0.193011	0.042	2020-03-16	19:40:32.317	13488.328	2020-03-16	19:40:33.256	13489.267	0.939	2020-03-16 19:40:33.044
66	1560	4	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:40:36.799	13492.81	2020-03-16	19:40:36.847	13492.858	0.048	
67	1560	5	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:40:36.914	13492.925	2020-03-16	19:40:37.295	13493.306	0.381	
68	1560	6	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:40:36.850	13492.861	2020-03-16	19:40:37.468	13493.479	0.618	
69	1560	7	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:40:38.047	13494.058	2020-03-16	19:40:38.204	13494.215	0.157	
70	1560	8	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:40:38.402	13494.413	2020-03-16	19:40:38.515	13494.526	0.113	
71	1568	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:41:06.531	13522.542	2020-03-16	19:41:07.369	13523.38	0.838	
72	1568	1	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:41:20.116	13536.127	2020-03-16	19:41:20.642	13536.653	0.526	
73	1582	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	19:41:45.784	13561.795	2020-03-16	19:41:47.638	13563.649	1.854	
74	1586	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	12	1.4650838	0.56	2020-03-16	19:42:26.307	13602.318	2020-03-16	19:42:28.717	13604.728	2.41	2020-03-16 19:42:27.104
75	1586	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	19:42:32.202	13608.213	2020-03-16	19:42:32.250	13608.261	0.048	
76	1586	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	19:42:32.182	13608.193	2020-03-16	19:42:32.663	13608.674	0.481	
77	1633	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:45:22.427	13778.438	2020-03-16	19:45:22.737	13778.748	0.31	
78	1633	1	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:45:26.826	13782.837	2020-03-16	19:45:26.855	13782.866	0.029	
79	1641	0	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:00.598	13816.609	2020-03-16	19:46:00.661	13816.672	0.063	
80	1641	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:00.687	13816.698	2020-03-16	19:46:00.796	13816.807	0.109	
81	1641	2	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:05.824	13821.835	2020-03-16	19:46:06.420	13822.431	0.596	
82	1641	3	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:16.748	13832.759	2020-03-16	19:46:17.368	13833.379	0.62	
83	1641	4	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:19.327	13835.338	2020-03-16	19:46:19.342	13835.353	0.015	
84	1641	5	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	19:46:19.498	13835.509	2020-03-16	19:46:19.583	13835.594	0.085	
85	1743	0	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:54:44.828	14340.839	2020-03-16	19:54:45.197	14341.208	0.369	
86	1743	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:54:45.254	14341.265	2020-03-16	19:54:45.285	14341.296	0.031	
87	1752	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	134	16.8469637	6.569	2020-03-16	19:55:21.931	14377.942	2020-03-16	19:55:41.713	14397.724	19.782	2020-03-16 19:55:22.581
88	1752	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	16	1.9571119	0.77	2020-03-16	19:55:49.922	14405.933	2020-03-16	19:55:53.553	14409.564	3.631	2020-03-16 19:55:50.907
89	1752	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	11	1.4590834	0.448	2020-03-16	19:55:55.443	14411.454	2020-03-16	19:55:57.912	14413.923	2.469	2020-03-16 19:55:56.112
90	1850	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	58	7.5534323	2.618	2020-03-16	20:04:33.759	14929.77	2020-03-16	20:04:42.912	14938.923	9.153	2020-03-16 20:04:34.443
91	1850	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	20:04:44.697	14940.708	2020-03-16	20:04:45.392	14941.403	0.695	
92	1850	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	15	1.8101035	0.672	2020-03-16	20:04:46.372	14942.383	2020-03-16	20:04:48.686	14944.697	2.314	2020-03-16 20:04:46.688
93	1855	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	20:05:31.409	14987.42	2020-03-16	20:05:33.056	14989.067	1.647	
94	1855	1	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	20:05:34.432	14990.443	2020-03-16	20:05:35.142	14991.153	0.71	
95	1876	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	20:08:05.874	15141.885	2020-03-16	20:08:06.128	15142.139	0.254	
96	1876	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	45	5.6233216	2.226	2020-03-16	20:08:06.157	15142.168	2020-03-16	20:08:12.401	15148.412	6.244	2020-03-16 20:08:06.604
97	1876	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	20	2.7901595	0.994	2020-03-16	20:08:13.776	15149.787	2020-03-16	20:08:17.937	15153.948	4.161	2020-03-16 20:08:14.662
98	1876	3	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	20:08:19.680	15155.691	2020-03-16	20:08:19.978	15155.989	0.298	
99	1876	4	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	20:08:20.088	15156.099	2020-03-16	20:08:22.445	15158.456	2.357	
100	1908	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	20:12:07.918	15383.929	2020-03-16	20:12:08.472	15384.483	0.554	
101	1914	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	20:12:58.141	15434.152	2020-03-16	20:12:58.567	15434.578	0.426	
102	1939	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	53	6.5463744	2.296	2020-03-16	20:15:40.487	15596.498	2020-03-16	20:15:47.837	15603.848	7.35	2020-03-16 20:15:41.185
103	1939	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	20:15:52.189	15608.2	2020-03-16	20:15:52.245	15608.256	0.056	
104	1946	0	1045-0291	900200000469486	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	2020-03-16	20:16:06.128	15622.139	2020-03-16	20:16:06.145	15622.156	0.017	
105	1994	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	20:20:55.580	15911.591	2020-03-16	20:20:55.892	15911.903	0.312	
106	1994	1	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	20:21:02.039	15918.05	2020-03-16	20:21:02.167	15918.178	0.128	
107	2087	0	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	20:28:08.287	16344.298	2020-03-16	20:28:08.885	16344.896	0.598	
108	2091	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	20:28:18.176	16354.187	2020-03-16	20:28:19.694	16355.705	1.518	
109	2091	1	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	20:28:23.780	16359.791	2020-03-16	20:28:24.446	16360.457	0.666	
110	2098	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	48	6.2483574	2.17	2020-03-16	20:28:45.247	16381.258	2020-03-16	20:28:52.342	16388.353	7.095	2020-03-16 20:28:45.945
111	2098	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	3	0.4500258	0.154	2020-03-16	20:28:55.190	16391.201	2020-03-16	20:28:57.121	16393.132	1.931	2020-03-16 20:28:55.994
112	2098	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	17	2.1311219	0.84	2020-03-16	20:28:59.166	16395.177	2020-03-16	20:29:02.344	16398.355	3.178	2020-03-16 20:28:59.623
113	2098	3	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	20:29:07.309	16403.32	2020-03-16	20:29:07.637	16403.648	0.328	
114	2098	4	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	20:29:08.991	16405.002	2020-03-16	20:29:09.041	16405.052	0.05	
115	2098	5	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	20:29:09.119	16405.13	2020-03-16	20:29:09.809	16405.82	0.69	
116	2472	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	37	5.0222873	2.044	2020-03-16	21:13:20.801	19056.812	2020-03-16	21:13:26.567	19062.578	5.766	2020-03-16 21:13:21.499
117	2472	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	21:13:30.448	19066.459	2020-03-16	21:13:30.477	19066.488	0.029	
118	2567	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	62	8.3024749	2.954	2020-03-16	21:24:06.077	19702.088	2020-03-16	21:24:16.622	19712.633	10.545	2020-03-16 21:24:06.789
119	2574	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	21:24:58.161	19754.172	2020-03-16	21:24:58.289	19754.3	0.128	
120	2624	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	41	5.1852965	1.904	2020-03-16	21:31:12.338	20128.349	2020-03-16	21:31:18.936	20134.947	6.598	2020-03-16 21:31:13.026
121	2624	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	18	2.3821363	0.84	2020-03-16	21:31:20.256	20136.267	2020-03-16	21:31:23.394	20139.405	3.138	2020-03-16 21:31:21.012
122	2627	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	21:31:44.141	20160.152	2020-03-16	21:31:45.857	20161.868	1.716	
123	2627	1	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	21:31:49.221	20165.232	2020-03-16	21:31:49.575	20165.586	0.354	
124	2668	0	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	21:37:01.741	20477.752	2020-03-16	21:37:02.237	20478.248	0.496	
125	2668	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	21:37:07.975	20483.986	2020-03-16	21:37:07.989	20484	0.014	
126	2668	2	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	21:37:08.032	20484.043	2020-03-16	21:37:08.286	20484.297	0.254	
127	2789	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	11	1.39908	0.476	2020-03-16	21:48:14.443	21150.454	2020-03-16	21:48:16.727	21152.738	2.284	2020-03-16 21:48:15.145
128	2789	1	1045-0291	900200000469486	Unknown	Default	2	3	5	Correct	0	0	0	0	0	0	2020-03-16	21:48:18.019	21154.03	2020-03-16	21:48:18.644	21154.655	0.625	
129	2789	2	1045-0291	900200000469486	Unknown	Default	2	3	5	Correct	0	0	0	0	0	0	2020-03-16	21:48:18.857	21154.868	2020-03-16	21:48:19.992	21156.003	1.135	
130	2792	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	21:48:35.473	21171.484	2020-03-16	21:48:35.502	21171.513	0.029	
131	2792	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	21:48:35.530	21171.541	2020-03-16	21:48:35.559	21171.57	0.029	
132	2793	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	149	34.6479818	22.834	2020-03-16	21:48:37.830	21173.841	2020-03-16	21:49:14.166	21210.177	36.336	2020-03-16 21:48:38.514
133	2793	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	21:49:17.386	21213.397	2020-03-16	21:49:17.429	21213.44	0.043	
134	2793	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	11	1.4550833	0.574	2020-03-16	21:49:17.457	21213.468	2020-03-16	21:49:19.628	21215.639	2.171	2020-03-16 21:49:18.116
135	2793	3	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	21:49:19.699	21215.71	2020-03-16	21:49:20.337	21216.348	0.638	
136	2793	4	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	21:49:22.566	21218.577	2020-03-16	21:49:22.580	21218.591	0.014	
137	2793	5	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	1	0.2430139	0.042	2020-03-16	21:49:22.638	21218.649	2020-03-16	21:49:23.673	21219.684	1.035	2020-03-16 21:49:23.171
138	2793	6	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	21:49:26.963	21222.974	2020-03-16	21:49:27.092	21223.103	0.129	
