VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
1	183	0	1045-0291	900200000469486	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	2020-03-16	17:18:41.411	4977.422	2020-03-16	17:18:41.467	4977.478	0.056	
2	185	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	17:18:47.754	4983.765	2020-03-16	17:18:50.251	4986.262	2.497	
3	185	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	17:18:54.482	4990.493	2020-03-16	17:18:54.567	4990.578	0.085	
4	185	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	17:18:56.027	4992.038	2020-03-16	17:18:56.409	4992.42	0.382	
5	187	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	17:19:17.073	5013.084	2020-03-16	17:19:17.636	5013.647	0.563	
6	268	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	17:26:31.667	5447.678	2020-03-16	17:26:33.142	5449.153	1.475	
7	271	0	1045-0291	900200000469486	Unknown	Default	2	2	3	Incorrect	1	0	0	0	0	0	2020-03-16	17:26:44.085	5460.096	2020-03-16	17:26:44.754	5460.765	0.669	
8	271	1	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	17:26:48.115	5464.126	2020-03-16	17:26:48.613	5464.624	0.498	
9	276	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	17:27:16.846	5492.857	2020-03-16	17:27:17.428	5493.439	0.582	
10	276	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	17:27:20.244	5496.255	2020-03-16	17:27:20.820	5496.831	0.576	
11	276	2	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	17:27:22.611	5498.622	2020-03-16	17:27:23.023	5499.034	0.412	
12	534	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	18:13:19.052	8255.063	2020-03-16	18:13:19.661	8255.672	0.609	
13	536	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	18:13:25.345	8261.356	2020-03-16	18:13:27.275	8263.286	1.93	
14	543	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:14:21.738	8317.749	2020-03-16	18:14:23.029	8319.04	1.291	
15	577	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	18:16:29.684	8445.695	2020-03-16	18:16:29.741	8445.752	0.057	
16	577	1	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	18:16:29.924	8445.935	2020-03-16	18:16:29.954	8445.965	0.03	
17	632	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	18:19:24.742	8620.753	2020-03-16	18:19:25.239	8621.25	0.497	
18	768	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	100	13.3797654	5.026	2020-03-16	18:31:25.705	9341.716	2020-03-16	18:31:40.589	9356.6	14.884	2020-03-16 18:31:26.564
19	768	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	37	5.1772961	1.974	2020-03-16	18:31:42.930	9358.941	2020-03-16	18:31:50.846	9366.857	7.916	2020-03-16 18:31:43.831
20	768	2	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:31:53.529	9369.54	2020-03-16	18:31:53.898	9369.909	0.369	
21	768	3	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	8	1.2050689	0.322	2020-03-16	18:31:56.353	9372.364	2020-03-16	18:31:59.504	9375.515	3.151	2020-03-16 18:31:57.535
22	768	4	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	18:32:05.691	9381.702	2020-03-16	18:32:06.144	9382.155	0.453	
23	777	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	18:32:39.997	9416.008	2020-03-16	18:32:40.578	9416.589	0.581	
24	777	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	18:32:41.585	9417.596	2020-03-16	18:32:42.409	9418.42	0.824	
25	777	2	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	18:32:44.597	9420.608	2020-03-16	18:32:45.647	9421.658	1.05	
26	777	3	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	18:32:55.367	9431.378	2020-03-16	18:32:55.372	9431.383	0.005	
27	800	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:34:34.795	9530.806	2020-03-16	18:34:35.845	9531.856	1.05	
28	800	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:34:35.916	9531.927	2020-03-16	18:34:36.412	9532.423	0.496	
29	800	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	32	3.4421969	1.288	2020-03-16	18:34:39.480	9535.491	2020-03-16	18:34:44.176	9540.187	4.696	2020-03-16 18:34:40.419
30	853	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	18:38:55.021	9791.032	2020-03-16	18:38:55.376	9791.387	0.355	
31	868	0	1045-0291	900200000469486	Unknown	Default	2	3	6	Correct	0	0	0	0	0	0	2020-03-16	18:40:21.392	9877.403	2020-03-16	18:40:23.047	9879.058	1.655	
32	874	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:40:40.402	9896.413	2020-03-16	18:40:40.754	9896.765	0.352	
33	874	1	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:40:40.758	9896.769	2020-03-16	18:40:40.840	9896.851	0.082	
34	874	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	47	6.1783534	2.114	2020-03-16	18:40:41.711	9897.722	2020-03-16	18:40:49.912	9905.923	8.201	2020-03-16 18:40:42.484
35	928	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	18:45:25.989	10182	2020-03-16	18:45:26.387	10182.398	0.398	
36	928	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	18:45:27.521	10183.532	2020-03-16	18:45:27.973	10183.984	0.452	
37	929	0	1045-0291	900200000469486	Unknown	Default	2	1	2	Correct	0	0	0	0	0	0	2020-03-16	18:45:39.722	10195.733	2020-03-16	18:45:40.332	10196.343	0.61	
38	929	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	18:45:41.525	10197.536	2020-03-16	18:45:41.810	10197.821	0.285	
39	1043	0	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	69	11.3506493	4.648	2020-03-16	18:53:56.007	10692.018	2020-03-16	18:54:09.117	10705.128	13.11	2020-03-16 18:53:56.549
40	1043	1	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	0	0	0	2020-03-16	18:54:09.159	10705.17	2020-03-16	18:54:09.202	10705.213	0.043	
41	1043	2	1045-0291	900200000469486	Unknown	Default	2	1	1	Correct	0	0	0	25	3.2751873	1.246	2020-03-16	18:54:12.083	10708.094	2020-03-16	18:54:16.028	10712.039	3.945	2020-03-16 18:54:12.753
42	1152	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:02:31.726	11207.737	2020-03-16	19:02:32.152	11208.163	0.426	
43	1215	0	1045-0291	900200000469486	Unknown	Default	2	4	7	Incorrect	1	0	0	0	0	0	2020-03-16	19:07:45.151	11521.162	2020-03-16	19:07:45.761	11521.772	0.61	
44	1215	1	1045-0291	900200000469486	Unknown	Default	2	4	8	Incorrect	1	0	0	0	0	0	2020-03-16	19:07:46.979	11522.99	2020-03-16	19:07:47.505	11523.516	0.526	
45	1230	0	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:08:18.063	11554.074	2020-03-16	19:08:18.319	11554.33	0.256	
46	1230	1	1045-0291	900200000469486	Unknown	Default	2	2	4	Incorrect	1	0	0	0	0	0	2020-03-16	19:08:18.361	11554.372	2020-03-16	19:08:18.588	11554.599	0.227	
