DateTime	Type	Cage	Corner	Side	State
2020-03-16 15:55:45.186	Door	2	4	7	1
2020-03-16 15:55:45.189	Door	2	4	8	1
2020-03-16 15:55:45.208	Door	1	4	7	1
2020-03-16 15:55:45.208	Door	1	4	8	1
2020-03-16 15:55:45.311	Air	2	1		0
2020-03-16 15:55:45.321	Air	1	1		0
2020-03-16 15:55:45.329	Air	2	2		0
2020-03-16 15:55:45.344	Air	1	2		0
2020-03-16 15:55:45.353	Air	2	3		0
2020-03-16 15:55:45.386	Air	1	3		0
2020-03-16 15:55:45.398	Air	2	4		0
2020-03-16 15:55:45.413	Air	1	4		0
2020-03-16 15:55:45.427	Door	2	1	1	1
2020-03-16 15:55:45.442	Led	2	1	1	0
2020-03-16 15:55:45.444	Door	1	1	1	1
2020-03-16 15:55:45.457	Led	1	1	1	0
2020-03-16 15:55:45.462	Door	2	1	2	1
2020-03-16 15:55:45.473	Led	2	1	2	0
2020-03-16 15:55:45.480	Door	1	1	2	1
2020-03-16 15:55:45.492	Door	2	2	3	1
2020-03-16 15:55:45.497	Led	1	1	2	0
2020-03-16 15:55:45.506	Led	2	2	3	0
2020-03-16 15:55:45.517	Door	1	2	3	1
2020-03-16 15:55:45.527	Door	2	2	4	1
2020-03-16 15:55:45.532	Led	1	2	3	0
2020-03-16 15:55:45.541	Led	2	2	4	0
2020-03-16 15:55:45.555	Door	1	2	4	1
2020-03-16 15:55:45.562	Door	2	3	5	1
2020-03-16 15:55:45.568	Led	1	2	4	0
2020-03-16 15:55:45.577	Led	2	3	5	0
2020-03-16 15:55:45.588	Door	1	3	5	1
2020-03-16 15:55:45.600	Door	2	3	6	1
2020-03-16 15:55:45.602	Led	1	3	5	0
2020-03-16 15:55:45.611	Led	2	3	6	0
2020-03-16 15:55:45.623	Door	1	3	6	1
2020-03-16 15:55:45.635	Door	2	4	7	1
2020-03-16 15:55:45.639	Led	1	3	6	0
2020-03-16 15:55:45.651	Led	2	4	7	0
2020-03-16 15:55:45.661	Door	1	4	7	1
2020-03-16 15:55:45.671	Door	2	4	8	1
2020-03-16 15:55:45.675	Led	1	4	7	0
2020-03-16 15:55:45.687	Led	2	4	8	0
2020-03-16 15:55:45.698	Door	1	4	8	1
2020-03-16 15:55:45.712	Led	1	4	8	0
2020-03-16 15:55:47.285	Door	1	1	1	1
2020-03-16 15:55:47.305	Door	1	1	2	1
2020-03-16 15:55:47.326	Door	1	2	3	1
2020-03-16 15:55:47.346	Door	1	2	4	1
2020-03-16 15:55:47.367	Door	1	3	5	1
2020-03-16 15:55:47.387	Door	1	3	6	1
2020-03-16 15:55:47.406	Door	1	4	7	1
2020-03-16 15:55:47.428	Door	1	4	8	1
2020-03-16 15:55:48.748	Door	1	3	5	0
2020-03-16 15:55:48.943	Door	1	4	7	0
2020-03-16 15:55:48.947	Door	1	4	8	0
2020-03-16 15:55:49.678	Door	1	3	6	0
2020-03-16 15:55:49.694	Door	1	2	3	0
2020-03-16 15:55:49.709	Door	1	2	4	0
2020-03-16 15:55:49.716	Door	1	1	1	0
2020-03-16 15:55:49.720	Door	1	1	2	0
2020-03-16 15:55:52.404	Door	2	1	1	1
2020-03-16 15:55:52.424	Door	2	1	2	1
2020-03-16 15:55:52.445	Door	2	2	3	1
2020-03-16 15:55:52.466	Door	2	2	4	1
2020-03-16 15:55:52.485	Door	2	3	5	1
2020-03-16 15:55:52.506	Door	2	3	6	1
2020-03-16 15:55:52.526	Door	2	4	7	1
2020-03-16 15:55:52.547	Door	2	4	8	1
2020-03-16 15:55:54.753	Door	2	1	1	0
2020-03-16 15:55:54.757	Door	2	1	2	0
2020-03-16 15:55:54.820	Door	2	2	3	0
2020-03-16 15:55:54.824	Door	2	2	4	0
2020-03-16 15:55:54.850	Door	2	4	7	0
2020-03-16 15:55:54.854	Door	2	4	8	0
2020-03-16 15:55:54.918	Door	2	3	5	0
2020-03-16 15:55:54.922	Door	2	3	6	0
2020-03-16 15:55:55.981	Door	2	2	3	0
2020-03-16 15:55:57.455	Door	2	2	3	1
2020-03-16 15:55:58.869	Door	2	2	4	0
2020-03-16 15:55:59.266	Door	2	2	4	0
2020-03-16 15:56:00.307	Door	2	2	4	1
2020-03-16 15:56:03.751	Door	2	3	5	0
2020-03-16 15:56:04.135	Door	2	2	3	1
2020-03-16 15:56:04.756	Door	2	3	5	1
2020-03-16 15:56:06.402	Door	2	3	6	0
2020-03-16 15:56:06.586	Door	2	3	6	0
2020-03-16 15:56:07.827	Door	2	3	6	1
2020-03-16 15:56:08.934	Door	2	1	1	0
2020-03-16 15:56:08.934	Door	2	1	2	0
2020-03-16 15:56:12.786	Door	2	3	5	1
2020-03-16 15:56:12.786	Door	2	3	6	1
2020-03-16 15:56:13.891	Door	2	2	3	1
2020-03-16 15:56:14.672	Door	2	2	3	1
2020-03-16 15:56:15.085	Door	2	3	5	0
2020-03-16 15:56:15.089	Door	2	3	6	0
2020-03-16 15:56:17.526	Door	2	2	3	1
2020-03-16 15:56:17.531	Door	2	2	4	1
2020-03-16 15:56:19.866	Door	2	2	3	0
